,Fraction of Outliers (Mean),Fraction of Outliers (Median),Fraction of Outliers (Std Dev),Fraction of Outliers IQR,Fraction of Outliers percent outliers,GCOR,Participant,Quality (Mean),Quality (Median),Quality (Std Dev),Quality IQR,Quality percent outliers,RMSD (Mean),RMSD (Median),RMSD (Std Dev),RMSD IQR,RMSD percent outliers,Series,Session,Site,Std. DVARS (Mean),Std. DVARS (Median),Std. DVARS (Std Dev),Std. DVARS percent outliers,Std. DVARs IQR,aux_file,bitpix,data_type,db_name,descrip,extensions,intent_name,pix_dimx,pix_dimy,pix_dimz,qform_code,qoffset_x,qoffset_y,qoffset_z,quatern_b,quatern_c,quatern_d,scl_inter,scl_slope,sform_code,slice_code,slice_duration,slice_end,slice_start,srow_x,srow_y,srow_z,toffset,tr
859,0.00159965,0.00141,0.0006390488,0.0003225,0.11,0.0330117203,25326,0.04315364,0.04308605,0.0005946875,0.00066045,0.045,0.0800758573,0.0742771894,0.0441108487,0.0585886222,0.015,rest_1,session_2,UPSM_1,1.0567767987,1.053020005,0.0520607527,0.0301507538,0.0647899481,,16,,,,1,,3.125,3.125,4,1,98.5892333984,-72.7856292725,-41.467048645,0,1,0,,,1,0,0,28,0,[ -3.125      -0.         -0.         98.5892334],[ -0.           3.125       -0.         -72.78562927],[  0.           0.           4.         -41.46704865],0,1.5
860,0.00198975,0.001315,0.0022663518,0.0003675,0.135,0.0173590593,25326,0.041824761,0.04140145,0.001928095,0.00165985,0.085,0.10366223,0.092482113,0.0600093783,0.0735814205,0.03,rest_1,session_1,UPSM_1,1.0198182082,1.0017441108,0.0935124013,0.0804020101,0.0850481031,,16,,,,1,,3.125,3.125,4,1,94.2308959961,-78.2457427979,-36.5415000916,0,1,0,,,1,0,0,28,0,[ -3.125     -0.        -0.        94.230896],[ -0.          3.125      -0.        -78.2457428],[  0.           0.           4.         -36.54150009],0,1.5
861,0.0028349,0.00122,0.0037135888,0.0008525,0.2,0.0145671578,25327,0.0335267205,0.03299365,0.0014843742,0.0015604,0.065,0.06369043,0.0564583977,0.0590442885,0.044158043,0.04,rest_1,session_2,UPSM_1,1.1016675851,1.0846022764,0.1007907501,0.0502512563,0.0605861025,,16,,,,1,,3.12512,3.125,4.00015,1,98.4169158936,-87.3154907227,-32.1644897461,0,1,0,,,1,0,0,28,0,[ -3.12511897  -0.          -0.          98.41691589],[ -0.           3.125       -0.         -87.31549072],[  0.           0.           4.00015211 -32.16448975],0,1.5
862,0.00166685,0.00133,0.0011995368,0.0004125,0.09,0.0061870863,25327,0.036449131,0.03625895,0.0007032129,0.000832125,0.035,0.0389019333,0.0368433972,0.0166345799,0.0190693365,0.04,rest_1,session_1,UPSM_1,1.0686870387,1.0628392843,0.0492854656,0.0100502513,0.0641561579,,16,,,,1,,3.125,3.125,4,1,103.567443848,-65.416595459,-34.5446510315,0,1,0,,,1,0,0,28,0,[  -3.125        -0.           -0.          103.56744385],[ -0.           3.12500024  -0.         -65.41659546],[  0.           0.           4.         -34.54465103],0,1.5
863,0.00381655,0.001465,0.0065266978,0.0022725,0.14,0.0372583036,25328,0.0290830395,0.02832605,0.0030646742,0.003311275,0.05,0.2706011814,0.1508253501,0.2815022365,0.2417611557,0.09,rest_1,session_2,UPSM_1,1.0903317296,0.923972332,0.4317612826,0.1206030151,0.3052564111,,16,,,,1,,3.125,3.125,4,1,105.713867188,-85.5064163208,-22.9211082458,0,1,0,,,1,0,0,28,0,[  -3.125        -0.           -0.          105.71386719],[ -0.           3.12499976  -0.         -85.50641632],[  0.           0.           4.         -22.92110825],0,1.5
864,0.01169775,0.001475,0.0283064546,0.004555,0.17,0.0330969555,25328,0.0388275785,0.03543305,0.0082514582,0.0052625,0.09,0.5068915015,0.2479989539,0.6372268039,0.6203670916,0.065,rest_1,session_1,UPSM_1,1.2918343745,0.8820920007,0.847073591,0.0703517588,0.8124260511,,16,,,,1,,3.125,3.125,4,1,98.2368164062,-88.1569519043,-20.0430603027,0,1,0,,,1,0,0,28,0,[ -3.125       -0.          -0.          98.23681641],[ -0.          3.125      -0.        -88.1569519],[  0.          0.          4.        -20.0430603],0,1.5
865,0.0014366,0.00121,0.0008908504,0.000355,0.095,0.007921495,25329,0.0269851515,0.02705955,0.0008832536,0.001550225,0,0.0498403891,0.0497067701,0.0212861382,0.0311095654,0.005,rest_1,session_2,UPSM_1,1.0513758233,1.0535113488,0.0375929952,0.0452261307,0.0415633537,,16,,,,1,,3.125,3.125,4,1,89.1461181641,-82.9435272217,-19.6310424805,0,1,0,,,1,0,0,28,0,[ -3.125       -0.          -0.          89.14611816],[ -0.           3.125       -0.         -82.94352722],[  0.           0.           3.99999976 -19.63104248],0,1.5
866,0.00142345,0.00135,0.0004621781,0.00035,0.045,0.0255240137,25329,0.029685523,0.0296601,0.0003435029,0.0004484,0.005,0.0405388475,0.0385183823,0.0199216089,0.0234979974,0.015,rest_1,session_1,UPSM_1,1.1216290711,1.1237545692,0.0478787794,0.0150753769,0.0657719791,,16,,,,1,,3.125,3.125,4,1,102.221191406,-72.9083862305,-16.6161079407,0,1,0,,,1,0,0,28,0,[  -3.125        -0.           -0.          102.22119141],[ -0.           3.12500024  -0.         -72.90838623],[  0.           0.           4.         -16.61610794],0,1.5
867,0.00315885,0.00134,0.0063251995,0.00062,0.18,0.0061158826,25330,0.038447507,0.03774825,0.0025238148,0.00205595,0.1,0.1105851584,0.0843479949,0.1113616211,0.058608174,0.07,rest_1,session_1,UPSM_1,1.0330759912,0.9855027329,0.1989702623,0.0552763819,0.0940957365,,16,,,,1,,3.125,3.125,4,1,100.768371582,-79.2708587646,-44.2215614319,0,1,0,,,1,0,0,28,0,[  -3.125        -0.           -0.          100.76837158],[ -0.           3.12499976  -0.         -79.27085876],[  0.           0.           3.99999976 -44.22156143],0,1.5
868,0.00139305,0.001235,0.0005856647,0.0003125,0.09,0.0066778369,25330,0.0348909555,0.0346638,0.0007526104,0.000738875,0.075,0.0685823145,0.067107074,0.0335311046,0.0425191163,0.015,rest_1,session_2,UPSM_1,1.0417720326,1.0389522098,0.0401677842,0.0351758794,0.0453804324,,16,,,,1,,3.125,3.125,4,1,96.9971313477,-93.2688217163,-24.430688858,0,1,0,,,1,0,0,28,0,[ -3.125       -0.          -0.          96.99713135],[ -0.           3.12500024  -0.         -93.26882172],[  0.           0.           4.         -24.43068886],0,1.5
869,0.0017458,0.001145,0.0016980937,0.0010725,0.045,0.0258204073,25331,0.0235031385,0.0233175,0.0007794807,0.0010608,0.02,0.0459257425,0.0374971889,0.0330266987,0.0288122188,0.08,rest_1,session_2,UPSM_1,1.0531076854,1.0418893503,0.0667925455,0.0351758794,0.0649687099,,16,,,,1,,3.125,3.125,4,1,94.2308959961,-80.863494873,-38.7063903809,0,1,0,,,1,0,0,28,0,[ -3.125     -0.        -0.        94.230896],[ -0.           3.12499976  -0.         -80.86349487],[  0.           0.           4.         -38.70639038],0,1.5
870,0.0012747,0.00114,0.0004435425,0.00043,0.045,0.0100405525,25331,0.0232337105,0.023157,0.0004301363,0.00058225,0.015,0.056611213,0.0529569317,0.0238859291,0.0275990744,0.025,rest_1,session_1,UPSM_1,1.0599508206,1.0432514039,0.0699353038,0.0351758794,0.0881134255,,16,,,,1,,3.12521,3.125,4.00027,1,97.9562988281,-82.2119445801,-16.2009658813,0,1,0,,,1,0,0,28,0,[ -3.12520838  -0.          -0.          97.95629883],[ -0.           3.125       -0.         -82.21194458],[  0.           0.           4.00026655 -16.20096588],0,1.5
871,0.001577,0.00133,0.001057394,0.00026,0.135,0.011298202,25332,0.0483719175,0.0480288,0.0013026562,0.001944525,0,0.0784254851,0.0558393903,0.111553535,0.0392584706,0.07,rest_1,session_2,UPSM_1,0.9706009818,0.9470061101,0.1529412031,0.0452261307,0.0839171939,,16,,,,1,,3.125,3.125,4,1,96.9569168091,-97.4462280273,-58.0741539001,0,1,0,,,1,0,0,28,0,[ -3.12499976  -0.          -0.          96.95691681],[ -0.           3.125       -0.         -97.44622803],[  0.           0.           3.99999976 -58.0741539 ],0,1.5
872,0.00157825,0.001395,0.0004933188,0.0003525,0.12,0.0172143627,25332,0.0523333485,0.0523023,0.0005094193,0.00071215,0.005,0.0550834538,0.0492279901,0.0267312232,0.0326986814,0.03,rest_1,session_1,UPSM_1,1.0649498541,1.0468142435,0.076722533,0.0201005025,0.1044639915,,16,,,,1,,3.125,3.125,4,1,102.221191406,-94.1339111328,-42.5,0,1,0,,,1,0,0,28,0,[  -3.125        -0.           -0.          102.22119141],[ -0.           3.125       -0.         -94.13391113],[  0.    0.    4.  -42.5],0,1.5
873,0.0018395,0.00125,0.0028774857,0.00026,0.125,0.0093526511,25333,0.029852214,0.02962275,0.0007630835,0.000540975,0.08,0.0642830216,0.0524973224,0.0533747016,0.0148952848,0.07,rest_1,session_2,UPSM_1,1.0683842718,1.0437989606,0.1040613276,0.0804020101,0.0354616197,,16,,,,1,,3.125,3.125,4,1,101.494812012,-85.3245925903,-23.3145961761,0,1,0,,,1,0,0,28,0,[  -3.125        -0.           -0.          101.49481201],[ -0.           3.12499976  -0.         -85.32459259],[  0.           0.           4.         -23.31459618],0,1.5
874,0.00155665,0.00136,0.0006853432,0.00026,0.11,0.0087279852,25333,0.0346707225,0.03465255,0.0005086636,0.00074005,0,0.0855773038,0.0824850942,0.0288862986,0.0277623528,0.03,rest_1,session_1,UPSM_1,1.0648904981,1.0557285149,0.0522597031,0.040201005,0.0518975086,,16,,,,1,,3.12504,3.125,4.00005,1,106.361053467,-76.400680542,-25.2215061188,0,1,0,,,1,0,0,28,0,[  -3.1250391    -0.           -0.          106.36105347],[ -0.           3.125       -0.         -76.40068054],[  0.           0.           4.00005007 -25.22150612],0,1.5
875,0.0023549444,0.00031,0.0095727437,0.0001425,0.1333333333,0.0574587809,25335,0.0206319944,0.02035675,0.0012960714,0.000773525,0.0888888889,0.1958125746,0.1711309844,0.1318705839,0.1280026786,0.0277777778,rest_1,session_1,LMU_1,1.20696238,1.1731094375,0.2911725026,0.0502793296,0.2001373609,,16,,,,1,,1.64706,1.64706,3.00002,1,120.260475159,-113.762619019,-24.5782241821,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          120.26047516],[  -0.            1.64705884   -0.         -113.76261902],[  0.           0.           3.00002313 -24.57822418],0,2.5
876,0.0032847222,0.00027,0.0082542169,0.0009975,0.1444444444,0.0095109738,25335,0.021912125,0.02143185,0.0013417032,0.00182065,0.0166666667,0.2863050565,0.1995425038,0.3100454329,0.1754490728,0.1,rest_2,session_1,LMU_1,1.2011965361,1.0354982727,0.5080959918,0.1061452514,0.2344728043,,16,,,,1,,1.64706,1.64706,2.99998,1,117.290184021,-108.062362671,-38.5139961243,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          117.29018402],[  -0.            1.64705884   -0.         -108.06236267],[  0.           0.           2.99998093 -38.51399612],0,2.5
877,0.0023657222,0.00031,0.0085783276,0.00064,0.1388888889,0.0560924753,25335,0.0228929841,0.02463815,0.0054103769,0.0006055,0.2222222222,0.2616211959,0.2492808894,0.1297583616,0.1474809078,0.0166666667,rest_3,session_1,LMU_1,1.2664372424,1.2215414969,0.2453210296,0.0279329609,0.2404078692,,16,,,,1,,1.64706,1.64706,2.99985,1,120.260475159,-112.267593384,-25.1996154785,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          120.26047516],[  -0.            1.64705896   -0.         -112.26759338],[  0.           0.           2.9998548  -25.19961548],0,2.5
878,0.0014428889,0.000455,0.0037790395,0.0007625,0.0833333333,0.0388079624,25335,0.0111308204,0.00988492,0.0043277034,0.00102155,0.0666666667,0.2585747181,0.2236124238,0.1389814329,0.1549735295,0.0444444444,rest_6,session_1,LMU_1,1.2112097459,1.1376505588,0.251020365,0.0279329609,0.2833896038,,16,,,,1,,1.64706,1.64706,2.99992,1,120.260475159,-106.75743866,-54.6832885742,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          120.26047516],[  -0.            1.64705896   -0.         -106.75743866],[  0.           0.           2.99992371 -54.68328857],0,2.5
879,0.0012315556,0.00027,0.0038427082,0.0004125,0.1388888889,0.0495502332,25335,0.01315328,0.0117199,0.0036087029,0.0006053,0.1666666667,0.2901749632,0.2499873129,0.1627136588,0.1510432786,0.0722222222,rest_5,session_1,LMU_1,1.2244022748,1.1902739251,0.2144447824,0.0279329609,0.2573443956,,16,,,,1,,1.64706,1.64706,2.99989,1,118.992996216,-114.45892334,-28.8852519989,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          118.99299622],[  -0.            1.64705884   -0.         -114.45892334],[  0.           0.           2.99989295 -28.885252  ],0,2.5
880,0.0016978333,0.00028,0.006308318,0.00023,0.1222222222,0.0611790914,25336,0.0136983711,0.0134523,0.0009801551,0.000328075,0.1166666667,0.2660281339,0.2400509746,0.1399246392,0.1820908301,0.0166666667,rest_5,session_1,LMU_1,1.2159418949,1.1944950468,0.2131894064,0.0223463687,0.1813985892,,16,,,,1,,1.64706,1.64706,2.99994,1,120.260475159,-108.176696777,-1.5524365902,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          120.26047516],[  -0.            1.64705884   -0.         -108.17669678],[ 0.          0.          2.99994278 -1.55243659],0,2.5
881,0.0020203889,0.00028,0.0064594829,0.00024,0.1333333333,0.0971074813,25336,0.0171854833,0.01766685,0.001687699,0.00030455,0.1666666667,0.2421166386,0.2155244578,0.1397519084,0.1420384279,0.0333333333,rest_6,session_1,LMU_1,1.2874540848,1.2195741546,0.2857772346,0.061452514,0.2191481996,,16,,,,1,,1.64706,1.64706,2.99989,1,120.260475159,-110.030067444,-20.2078933716,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          120.26047516],[  -0.            1.64705884   -0.         -110.03006744],[  0.           0.           2.99989319 -20.20789337],0,2.5
882,0.0024729444,0.000275,0.0083041073,0.0003925,0.1944444444,0.0624289685,25336,0.0104896576,0.00974944,0.0019464968,0.0004118,0.1444444444,0.2980846356,0.2652012502,0.1580740094,0.1736557135,0.0333333333,rest_2,session_1,LMU_1,1.2853092474,1.2528688261,0.2705057022,0.0335195531,0.2007054252,,16,,,,1,,1.64706,1.64706,3.00015,1,120.260475159,-125.87966156,-19.5984344482,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          120.26047516],[  -0.            1.64705884   -0.         -125.87966156],[  0.           0.           3.00015259 -19.59843445],0,2.5
883,0.0019621111,0.00029,0.0073039649,0.0001625,0.1666666667,0.0889802908,25336,0.0155462367,0.016964,0.0024041435,0.0044395,0,0.2920904664,0.2694738222,0.1373214237,0.1614144289,0.0222222222,rest_4,session_1,LMU_1,1.3088106851,1.2675197634,0.2311575041,0.0335195531,0.2221082378,,16,,,,1,,1.64706,1.64706,3.00011,1,120.260475159,-126.194946289,-16.8474674225,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          120.26047516],[  -0.            1.64705884   -0.         -126.19494629],[  0.           0.           3.00011444 -16.84746742],0,2.5
884,0.0021372222,0.00028,0.0080364016,0.0002425,0.1555555556,0.0739858538,25336,0.0147640361,0.01489605,0.0014302697,0.00251075,0,0.320546727,0.2844238198,0.1695629898,0.2532917462,0.0111111111,rest_1,session_1,LMU_1,1.328461194,1.2768793838,0.2635322418,0.0391061453,0.2358423005,,16,,,,1,,1.64706,1.64706,3.00013,1,118.543739319,-115.620582581,-25.3655910492,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          118.54373932],[  -0.            1.64705884   -0.         -115.62058258],[  0.           0.           3.00013351 -25.36559105],0,2.5
885,0.0029017222,0.00025,0.012190436,0.0002925,0.1333333333,0.0975205473,25336,0.0193894183,0.0193229,0.0009226263,0.0004717,0.1833333333,0.2718425869,0.2382198013,0.1698656427,0.1751651913,0.0444444444,rest_3,session_1,LMU_1,1.2397960286,1.1851782183,0.3071186265,0.0335195531,0.2075277182,,16,,,,1,,1.64706,1.64706,3.00012,1,120.260475159,-124.290298462,-16.1878623962,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          120.26047516],[  -0.            1.64705884   -0.         -124.29029846],[  0.           0.           3.00012207 -16.1878624 ],0,2.5
886,0.0020757778,0.00055,0.0032502564,0.00146,0.1555555556,0.008331986,25337,0.0173793322,0.0169677,0.0014425008,0.00182205,0.0222222222,0.1967483813,0.1846822883,0.0807715463,0.0991671825,0.0277777778,rest_1,session_1,LMU_1,0.9301011695,0.9034175008,0.1394747931,0.0502793296,0.1364958409,,16,,,,1,,1.64706,1.64706,2.99999,1,132.387268066,-106.394943237,-46.4155426025,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          132.38726807],[  -0.            1.64705896   -0.         -106.39494324],[  0.           0.           2.99998856 -46.4155426 ],0,2.5
887,0.0018296111,0.00044,0.0031266257,0.0016675,0.1111111111,0.0237647343,25337,0.0231290439,0.02144185,0.0044618253,0.0037455,0.1888888889,0.1478115494,0.1338836664,0.0771481521,0.0842235373,0.0555555556,rest_2,session_1,LMU_1,0.9947486581,0.9584036471,0.1268764281,0.0726256983,0.1092819793,,16,,,,1,,1.64706,1.64706,3.00006,1,124.93094635,-106.618972778,-78.091835022,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          124.93094635],[  -0.            1.64705884   -0.         -106.61897278],[  0.           0.           3.0000608  -78.09183502],0,2.5
888,0.0009632778,0.000495,0.0012841109,0.001025,0.05,0.0535732473,25337,0.0147447622,0.0147503,0.000789076,0.000922525,0.0277777778,0.2168089292,0.1923295608,0.1095834817,0.138649623,0.0222222222,rest_3,session_1,LMU_1,1.12054102,1.0678712193,0.206815522,0.0502793296,0.2307211133,,16,,,,1,,1.64706,1.64706,2.99992,1,120.260475159,-106.960662842,-60.7726287842,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          120.26047516],[  -0.            1.64705896   -0.         -106.96066284],[  0.           0.           2.99991632 -60.77262878],0,2.5
889,0.0019195556,0.000385,0.0027411001,0.0026025,0.0888888889,0.0076899754,25337,0.0265062472,0.0262021,0.0013812993,0.002292475,0,0.1134321301,0.1021039208,0.056047316,0.0571710729,0.0388888889,rest_4,session_1,LMU_1,0.9050609928,0.8887116062,0.091141984,0.061452514,0.0838162027,,16,,,,1,,1.64706,1.64706,2.99988,1,123.277069092,-105.832511902,-38.6383552551,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          123.27706909],[  -0.            1.64705884   -0.         -105.8325119 ],[  0.           0.           2.99987793 -38.63835526],0,2.5
890,0.0022405556,0.000305,0.0045129597,0.001335,0.1555555556,0.0160433966,25337,0.0137690667,0.0131447,0.0014287279,0.00114055,0.1333333333,0.1451998177,0.1324132712,0.0715851971,0.0781297204,0.0444444444,rest_5,session_1,LMU_1,1.0183424904,0.9878476112,0.1353668868,0.0502793296,0.1398699019,,16,,,,1,,1.64706,1.64706,3,1,119.340934753,-105.007377625,-39.2059860229,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          119.34093475],[  -0.            1.64705884   -0.         -105.00737762],[  0.           0.           3.         -39.20598602],0,2.5
891,0.0005536111,0.00031,0.0007598514,0.000475,0.1,0.0268218643,25338,0.0116764597,0.0103667,0.0023437858,0.0042312575,0.0111111111,0.1481203874,0.1359982239,0.0713889181,0.0998053787,0.0055555556,rest_1,session_1,LMU_1,1.1692141183,1.1386917675,0.1648415845,0.0726256983,0.1579712574,,16,,,,1,,1.64706,1.64706,2.99982,1,123.820419312,-113.450012207,-10.1513757706,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          123.82041931],[  -0.            1.64705884   -0.         -113.45001221],[  0.           0.           2.99982071 -10.15137577],0,2.5
892,0.0053873333,0.00024,0.0237328036,0.0002125,0.1055555556,0.0311528973,25338,0.014958775,0.0159852,0.0022635894,0.003899075,0,0.3611049292,0.3333846566,0.2336357466,0.1619242665,0.0388888889,rest_6,session_1,LMU_1,1.4224602953,1.3584425882,0.4922455357,0.0558659218,0.2869185104,,16,,,,1,,1.64706,1.64706,2.99974,1,121.016540527,-110.387451172,-20.0367221832,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          121.01654053],[  -0.            1.64705884   -0.         -110.38745117],[  0.           0.           2.99974275 -20.03672218],0,2.5
893,0.0014285556,0.00033,0.0053012345,0.0001825,0.1111111111,0.0552767846,25338,0.0211207144,0.0211241,0.0006773457,0.00060725,0.0666666667,0.2027251071,0.194931837,0.1050362335,0.1229464607,0.0222222222,rest_5,session_1,LMU_1,1.269542901,1.239946661,0.2126864485,0.0223463687,0.2118323998,,16,,,,1,,1.64706,1.64706,3.00014,1,126.232299805,-115.040298462,-9.9450559616,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          126.2322998 ],[  -0.            1.64705884   -0.         -115.04029846],[ 0.          0.          3.00014496 -9.94505596],0,2.5
894,0.0008343333,0.00027,0.0013586644,0.000345,0.1666666667,0.0500362628,25338,0.0156133028,0.0154063,0.0006069645,0.0011089,0,0.203663567,0.1963076648,0.087743186,0.1316903957,0.0111111111,rest_4,session_1,LMU_1,1.1856265505,1.155824564,0.1768356219,0.0111731844,0.242812076,,16,,,,1,,1.64706,1.64706,3.00011,1,120.260475159,-111.566001892,-13.9267148972,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          120.26047516],[  -0.            1.64705884   -0.         -111.56600189],[  0.           0.           3.00011444 -13.9267149 ],0,42.5
895,0.0005367778,0.000335,0.0004968564,0.00039,0.1055555556,0.0343759596,25338,0.0198012739,0.01947805,0.0015345749,0.002974875,0,0.133383168,0.1226799186,0.0691442619,0.0770997126,0.0611111111,rest_2,session_1,LMU_1,1.1054586925,1.0550957819,0.2027492607,0.0893854749,0.1897288309,,16,,,,1,,1.64706,1.64706,2.99998,1,120.260475159,-110.847679138,-40.5894546509,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          120.26047516],[  -0.            1.64705884   -0.         -110.84767914],[  0.           0.           2.9999845  -40.58945465],0,2.5
896,0.0122332778,0.00016,0.0364820673,0.001265,0.15,0.0101750929,25338,0.0161403154,0.0155024,0.0029669159,0.00054995,0.2333333333,0.2380368671,0.1788841018,0.3671989371,0.1363180123,0.0666666667,rest_3,session_1,LMU_1,1.5394311236,1.3771185713,1.0614426861,0.0502793296,0.2809952434,,16,,,,1,,1.64706,1.64706,2.99986,1,125.221832275,-111.209480286,-5.9595403671,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          125.22183228],[  -0.            1.64705884   -0.         -111.20948029],[ 0.          0.          2.99985862 -5.95954037],0,2.5
897,0.0008141667,0.00034,0.0015458582,0.0004325,0.1333333333,0.0699946789,25339,0.0161040478,0.01585015,0.0006775472,0.0009718,0.0111111111,0.1508310971,0.1263962461,0.1128972539,0.1147769612,0.0666666667,rest_3,session_1,LMU_1,1.1389834056,1.0784203486,0.3083188508,0.0726256983,0.2892991962,,16,,,,1,,1.64706,1.64706,3.00009,1,123.604957581,-95.7143936157,-83.491394043,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          123.60495758],[ -0.           1.64705884  -0.         -95.71439362],[  0.           0.           3.00009155 -83.49139404],0,2.5
898,0.0006345556,0.00041,0.0006406007,0.00032,0.1111111111,0.1219341107,25339,0.0195357072,0.01947955,0.0004439873,0.000497775,0.0222222222,0.1508665494,0.1383376885,0.0824539923,0.0875854913,0.05,rest_1,session_1,LMU_1,1.1820039079,1.1460353336,0.2111863534,0.0335195531,0.2408939429,,16,,,,1,,1.64706,1.64706,3.00008,1,123.277069092,-84.6158065796,-91.9402770996,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          123.27706909],[ -0.           1.64705884  -0.         -84.61580658],[  0.           0.           3.00008392 -91.9402771 ],0,2.5
899,0.0070126667,0.00027,0.0226614746,0.0004775,0.1555555556,0.0251142698,25339,0.0171704939,0.0164745,0.0023397916,0.0005545,0.0944444444,0.2233563252,0.1302629939,0.3649176914,0.1062747987,0.1,rest_2,session_1,LMU_1,1.2083026857,1.0093128393,0.8234940694,0.1061452514,0.2126244005,,16,,,,1,,1.64706,1.64706,2.99992,1,125.277198792,-94.7704925537,-81.386138916,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          125.27719879],[ -0.           1.64705884  -0.         -94.77049255],[  0.           0.           2.99991608 -81.38613892],0,2.5
900,0.0006705556,0.000415,0.0007722929,0.0003225,0.1166666667,0.0925589654,25339,0.016863125,0.0130137,0.0048708058,0.009730725,0,0.1857172982,0.1748424402,0.0941171143,0.1335024586,0,rest_5,session_1,LMU_1,1.2043965942,1.1653332587,0.2331499047,0.0167597765,0.3073977965,,16,,,,1,,1.64706,1.64706,3,1,123.476646423,-92.8810653687,-89.1076278687,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          123.47664642],[ -0.           1.64705884  -0.         -92.88106537],[  0.           0.           3.         -89.10762787],0,2.5
901,0.0066461111,0.0003,0.0226145377,0.000595,0.1444444444,0.031471744,25339,0.0134422922,0.012111,0.0051647515,0.000844675,0.0888888889,0.1745806551,0.0967185722,0.3382892588,0.0912662765,0.1111111111,rest_6,session_1,LMU_1,1.2533054338,1.065060159,0.7506371454,0.1452513966,0.1648846789,,16,,,,1,,1.64706,1.64706,3.00002,1,120.260475159,-98.0218353271,-78.6040344238,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          120.26047516],[ -0.           1.64705884  -0.         -98.02183533],[  0.           0.           3.0000155  -78.60403442],0,2.5
902,0.0078512222,0.000245,0.0203142739,0.0031875,0.2166666667,0.0254043804,25339,0.0219838872,0.02080535,0.0025236342,0.001835075,0.1277777778,0.2661344921,0.1529564586,0.3949227119,0.1993866824,0.0833333333,rest_4,session_1,LMU_1,1.2069750887,0.9705525032,0.6750852439,0.1061452514,0.3681173743,,16,,,,1,,1.64706,1.64706,3.00011,1,122.768836975,-99.08644104,-105.398490906,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          122.76883698],[ -0.           1.64705884  -0.         -99.08644104],[   0.            0.            3.00011468 -105.39849091],0,2.5
903,0.0011135556,0.00039,0.0033477737,0.0003525,0.0777777778,0.0498577801,25340,0.0135246983,0.01337505,0.000705754,0.000872625,0.0333333333,0.1819311082,0.1542773587,0.1119330799,0.0932230776,0.0944444444,rest_1,session_1,LMU_1,1.1019261668,1.0020505093,0.3418824452,0.1061452514,0.2068311241,,16,,,,1,,1.64706,1.64706,2.99998,1,120.260475159,-104.879081726,-58.3208847046,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          120.26047516],[  -0.            1.64705884   -0.         -104.87908173],[  0.           0.           2.99998069 -58.3208847 ],0,2.5
904,0.0065445,0.00027,0.0249224835,0.0004725,0.2166666667,0.0204110097,25340,0.0125241054,0.0111522,0.0026899019,0.0041961,0.0111111111,0.4166818355,0.3493334554,0.3041580314,0.3039021963,0.0166666667,rest_3,session_1,LMU_1,1.3911690033,1.2381180913,0.6280725628,0.0223463687,0.7005427264,,16,,,,1,,1.64706,1.64706,3.00005,1,123.186897278,-98.8344345093,-43.9167747498,0,1,0,,,1,0,0,51,0,[  -1.64705884   -0.           -0.          123.18689728],[ -0.           1.64705884  -0.         -98.83443451],[  0.           0.           3.00004554 -43.91677475],0,2.5
