,Fraction of Outliers (Mean),Fraction of Outliers (Median),Fraction of Outliers (Std Dev),Fraction of Outliers IQR,Fraction of Outliers percent outliers,GCOR,Participant,Quality (Mean),Quality (Median),Quality (Std Dev),Quality IQR,Quality percent outliers,RMSD (Mean),RMSD (Median),RMSD (Std Dev),RMSD IQR,RMSD percent outliers,Series,Session,Site,Std. DVARS (Mean),Std. DVARS (Median),Std. DVARS (Std Dev),Std. DVARS percent outliers,Std. DVARs IQR,aux_file,bitpix,data_type,db_name,descrip,extensions,intent_name,pix_dimx,pix_dimy,pix_dimz,qform_code,qoffset_x,qoffset_y,qoffset_z,quatern_b,quatern_c,quatern_d,scl_inter,scl_slope,sform_code,slice_code,slice_duration,slice_end,slice_start,srow_x,srow_y,srow_z,toffset,tr
0,0.0017825,0.00085,0.0034640662,0.00122,0.1,0.0257537356,3001,0.016676585,0.0165603,0.0005863702,0.000647575,0.03,0.0253576132,0.0188743531,0.0281174407,0.013656798,0.07,rest_2,session_1,BMB_1,1.3774458469,1.3436041926,0.1755174077,0.0251256281,0.2139441772,,16,,,,1,,3,3,4,1,97.2824172974,-63.8595657349,-29.3872928619,0,1,0,,,1,0,0,33,0,[ -3.         -0.         -0.         97.2824173],[ -0.           3.00000024  -0.         -63.85956573],[  0.           0.           4.         -29.38729286],0,2.3
1,0.0013059,0.000795,0.0013391711,0.000675,0.155,0.0173588592,3001,0.0172259305,0.0171067,0.000662764,0.0007228,0.05,0.0191949627,0.0175135043,0.0112254812,0.0113241629,0.035,rest_1,session_1,BMB_1,1.3083322621,1.2970232665,0.1337759804,0.0351758794,0.1641012881,,16,,,,1,,3,3,4,1,97.2824172974,-63.8595657349,-29.3872928619,0,1,0,,,1,0,0,33,0,[ -3.         -0.         -0.         97.2824173],[ -0.           3.00000024  -0.         -63.85956573],[  0.           0.           4.         -29.38729286],0,2.3
2,0.00112715,0.000615,0.0011900838,0.000665,0.19,0.0129586171,3002,0.0202948095,0.02013675,0.0007992417,0.001199075,0,0.0373191272,0.0329872175,0.0208958902,0.0249960529,0.04,rest_2,session_1,BMB_1,1.2661803255,1.2617752307,0.0816786295,0.040201005,0.0980671901,,16,,,,1,,3,3,4,1,97.2824172974,-73.6164321899,-23.9251480103,0,1,0,,,1,0,0,33,0,[ -3.         -0.         -0.         97.2824173],[ -0.           3.          -0.         -73.61643219],[  0.           0.           3.99999976 -23.92514801],0,2.3
3,0.00109725,0.00048,0.0018716826,0.00029,0.165,0.0084641824,3002,0.0204557875,0.0202566,0.0007783361,0.0010063,0.015,0.0438218475,0.0380608289,0.0255491539,0.0367410972,0.01,rest_1,session_1,BMB_1,1.2311480854,1.2377992515,0.104608117,0.0251256281,0.1214819943,,16,,,,1,,3,3,4,1,97.2824172974,-73.6164321899,-23.9251480103,0,1,0,,,1,0,0,33,0,[ -3.         -0.         -0.         97.2824173],[ -0.           3.          -0.         -73.61643219],[  0.           0.           3.99999976 -23.92514801],0,2.3
4,0.0011053,0.000865,0.0008031892,0.0009175,0.06,0.0118796528,3004,0.020411334,0.02027625,0.0010224567,0.001691325,0,0.0921644909,0.0939117218,0.0347692696,0.0552491828,0,rest_1,session_1,BMB_1,1.1184662241,1.1162963097,0.0984946468,0,0.1316896343,,16,,,,1,,3,3,4,1,95.2468261719,-77.0019989014,-31.2549171448,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          95.24682617],[ -0.           2.99999976  -0.         -77.0019989 ],[  0.           0.           3.99999976 -31.25491714],0,2.3
5,0.00171655,0.00079,0.0033505769,0.0008975,0.13,0.0081623075,3004,0.020526955,0.0199785,0.0014255608,0.001998725,0.005,0.0823197991,0.0813282972,0.0529397304,0.0505122325,0.025,rest_2,session_1,BMB_1,1.203400046,1.1886946364,0.1715744769,0.040201005,0.1463987019,,16,,,,1,,3,3,4,1,95.2468261719,-77.0019989014,-31.2549171448,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          95.24682617],[ -0.           2.99999976  -0.         -77.0019989 ],[  0.           0.           3.99999976 -31.25491714],0,2.3
6,0.00242405,0.00083,0.0035722506,0.00268,0.07,0.0299128029,3006,0.028366313,0.0281445,0.0007802162,0.000984475,0.035,0.0569335646,0.0430961055,0.0581160303,0.0417023825,0.06,rest_1,session_1,BMB_1,1.1871070679,1.1352286831,0.2395266578,0.040201005,0.2328436388,,16,,,,1,,3,3,4,1,96.0775985718,-93.9398117065,0.5494764447,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          96.07759857],[ -0.           3.          -0.         -93.93981171],[ 0.          0.          3.99999976  0.54947644],0,2.3
7,0.0020526,0.00086,0.0025853404,0.002175,0.05,0.0210756042,3006,0.0296079835,0.0295303,0.0007239239,0.0010263,0.01,0.0517736398,0.0427357534,0.0401050507,0.0282441418,0.09,rest_2,session_1,BMB_1,1.2195009468,1.1810619909,0.1577134904,0.0502512563,0.1522826535,,16,,,,1,,3,3,4,1,96.0775985718,-93.9398117065,0.5494764447,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          96.07759857],[ -0.           3.          -0.         -93.93981171],[ 0.          0.          3.99999976  0.54947644],0,2.3
8,0.00238745,0.000585,0.0049281219,0.0005825,0.19,0.0104477873,3007,0.018826597,0.01791025,0.0026723617,0.001751525,0.16,0.0419538283,0.034082291,0.0331921401,0.0246114283,0.055,rest_1,session_1,BMB_1,1.1121732961,1.0731313553,0.2226016064,0.0552763819,0.1927831625,,16,,,,1,,3,3,4,1,90.0535049438,-60.2928504944,-48.030708313,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          90.05350494],[ -0.           2.99999976  -0.         -60.29285049],[  0.           0.           3.99999976 -48.03070831],0,2.3
9,0.0015351,0.0006,0.0023753467,0.00076,0.17,0.0158882427,3007,0.0158483245,0.0156842,0.0005038625,0.000681125,0.01,0.0336276941,0.0319709642,0.0140740044,0.0206571232,0.005,rest_2,session_1,BMB_1,1.2561317862,1.2460544795,0.1515122686,0.0100502513,0.1787789337,,16,,,,1,,3,3,4,1,90.0535049438,-60.2928504944,-48.030708313,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          90.05350494],[ -0.           2.99999976  -0.         -60.29285049],[  0.           0.           3.99999976 -48.03070831],0,2.3
10,0.001406,0.000605,0.0020013266,0.0009575,0.12,0.0184314251,3008,0.017513125,0.01740885,0.0012640902,0.00170875,0.02,0.0234072023,0.0202810735,0.0123329486,0.0112139769,0.07,rest_2,session_1,BMB_1,1.2435725753,1.2335347924,0.0997822425,0.0100502513,0.1333350452,,16,,,,1,,3,3,4,1,93.0655517578,-74.3834533691,-43.4917526245,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          93.06555176],[ -0.           3.          -0.         -74.38345337],[  0.           0.           3.99999976 -43.49175262],0,2.3
11,0.00112445,0.0006,0.0012416278,0.000865,0.105,0.0149151134,3008,0.021263812,0.0211828,0.0022656724,0.003042375,0.02,0.0355250486,0.0312626207,0.019155718,0.0204942265,0.06,rest_1,session_1,BMB_1,1.0829884673,1.0881249984,0.1490794507,0.0050251256,0.2032093171,,16,,,,1,,3,3,4,1,93.0655517578,-74.3834533691,-43.4917526245,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          93.06555176],[ -0.           3.          -0.         -74.38345337],[  0.           0.           3.99999976 -43.49175262],0,2.3
12,0.0014084,0.00059,0.0016386917,0.0011875,0.13,0.0077611709,3009,0.0131756705,0.0127872,0.0013349825,0.00221595,0,0.0906763559,0.0768205874,0.0625256217,0.0932537573,0.005,rest_1,session_1,BMB_1,1.1594860994,1.1265051542,0.2293072183,0.0150753769,0.3097732927,,16,,,,1,,3,3,4,1,95.7690582275,-73.3263320923,-14.2922992706,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          95.76905823],[ -0.           3.          -0.         -73.32633209],[  0.           0.           4.         -14.29229927],0,2.3
13,0.00182315,0.00089,0.0025419539,0.001715,0.085,0.0150618797,3009,0.0119079585,0.0117316,0.0006645393,0.000974475,0.01,0.049597785,0.0400890673,0.0391424283,0.0416497169,0.06,rest_2,session_1,BMB_1,1.3154658815,1.285330464,0.1604532538,0,0.2315724024,,16,,,,1,,3,3,4,1,95.7690582275,-73.3263320923,-14.2922992706,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          95.76905823],[ -0.           3.          -0.         -73.32633209],[  0.           0.           4.         -14.29229927],0,2.3
14,0.0011852,0.00047,0.001991809,0.000715,0.105,0.0180459855,3010,0.0183438015,0.0178825,0.001337844,0.002038125,0.005,0.0587467267,0.0536145057,0.0338282971,0.0417470688,0.025,rest_2,session_1,BMB_1,1.2176954027,1.2150380595,0.1630555622,0.0100502513,0.2301065861,,16,,,,1,,3,3,4,1,95.3118743896,-80.8958511353,-18.8491783142,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          95.31187439],[ -0.           3.          -0.         -80.89585114],[  0.           0.           4.         -18.84917831],0,2.3
15,0.0007106,0.00045,0.0007480633,0.0003925,0.105,0.0178680255,3010,0.01828955,0.01815145,0.0009578257,0.0015382,0,0.0742393805,0.0691000964,0.0364451698,0.0568330217,0,rest_1,session_1,BMB_1,1.2031435378,1.2040905326,0.1327778711,0.0050251256,0.1658751808,,16,,,,1,,3,3,4,1,95.3118743896,-80.8958511353,-18.8491783142,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          95.31187439],[ -0.           3.          -0.         -80.89585114],[  0.           0.           4.         -18.84917831],0,2.3
16,0.00170855,0.001415,0.0015311461,0.0012425,0.085,0.0188682872,3011,0.0205207165,0.0206027,0.0012058601,0.002087225,0,0.0418960903,0.0275861319,0.0454991915,0.0236684026,0.115,rest_2,session_1,BMB_1,1.333337549,1.3099723614,0.2418723398,0.040201005,0.2350444158,,16,,,,1,,3,3,4,1,97.8848266602,-75.3053512573,-53.4836807251,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          97.88482666],[ -0.           3.00000024  -0.         -75.30535126],[  0.           0.           3.99999976 -53.48368073],0,2.3
17,0.0022121,0.00097,0.0029204629,0.0018675,0.12,0.0116172606,3011,0.0218888955,0.02090005,0.0029124577,0.003907125,0.01,0.0496074061,0.0397423245,0.0384342197,0.0363560905,0.075,rest_1,session_1,BMB_1,1.3062736231,1.286946764,0.1621952124,0.0502512563,0.15651446,,16,,,,1,,3,3,4,1,97.8848266602,-75.3053512573,-53.4836807251,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          97.88482666],[ -0.           3.00000024  -0.         -75.30535126],[  0.           0.           3.99999976 -53.48368073],0,2.3
18,0.00167465,0.00065,0.0019184608,0.001905,0.08,0.0145856909,3012,0.014219817,0.0134703,0.0021764971,0.0039142,0,0.0540101752,0.0451675302,0.0364120312,0.0474621541,0.03,rest_1,session_1,BMB_1,1.1273012117,1.130467662,0.1074480011,0.0050251256,0.1482570339,,16,,,,1,,3,3,4,1,94.448890686,-89.1905975342,-5.4452114105,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          94.44889069],[ -0.           3.          -0.         -89.19059753],[ 0.          0.          4.         -5.44521141],0,2.3
19,0.001814,0.001175,0.0017075898,0.00147,0.13,0.0115240967,3012,0.0130323155,0.01262925,0.0013696228,0.001144525,0.145,0.052665409,0.0475967062,0.0314026337,0.0430487658,0.015,rest_2,session_1,BMB_1,1.1125872655,1.0988939388,0.1306943436,0.0100502513,0.1753115199,,16,,,,1,,3,3,4,1,94.448890686,-89.1905975342,-5.4452114105,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          94.44889069],[ -0.           3.          -0.         -89.19059753],[ 0.          0.          4.         -5.44521141],0,2.3
20,0.00547775,0.000525,0.0129985004,0.002035,0.15,0.0101081822,3013,0.030173647,0.0278015,0.0059374786,0.0060877,0.085,0.0476673931,0.045867934,0.0214232291,0.028168041,0.015,rest_1,session_1,BMB_1,1.1051909195,1.0978145788,0.0686624166,0.0251256281,0.0880313341,,16,,,,1,,3,3,4,1,90.0535049438,-80.4280166626,-16.3458461761,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          90.05350494],[ -0.           2.99999976  -0.         -80.42801666],[  0.           0.           3.99999976 -16.34584618],0,2.3
21,0.00161825,0.00054,0.0028808651,0.0009875,0.125,0.0169604293,3013,0.027002927,0.02646465,0.0020712788,0.003275625,0,0.0480784803,0.0444353737,0.0207307331,0.021419319,0.045,rest_2,session_1,BMB_1,1.2101789631,1.2086548366,0.0614165433,0.0150753769,0.0742763539,,16,,,,1,,3,3,4,1,90.0535049438,-80.4280166626,-16.3458461761,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          90.05350494],[ -0.           2.99999976  -0.         -80.42801666],[  0.           0.           3.99999976 -16.34584618],0,2.3
22,0.0015854,0.00063,0.0026838565,0.0017925,0.06,0.0039791197,3014,0.0153995215,0.0153562,0.001826672,0.0031946,0,0.0889392376,0.074217034,0.0545982713,0.0720894024,0.025,rest_1,session_1,BMB_1,1.1088069011,1.1029828103,0.1159958734,0.0301507538,0.1174018192,,16,,,,1,,3,3,4,1,96.8853378296,-82.0046615601,-6.1236419678,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          96.88533783],[ -0.           3.          -0.         -82.00466156],[ 0.          0.          3.99999976 -6.12364197],0,2.3
23,0.0024326,0.000665,0.0062031737,0.0014425,0.1,0.0172503205,3014,0.014013124,0.013754,0.0008956636,0.0012664,0.01,0.0681364949,0.0576954581,0.0452822583,0.0387717964,0.07,rest_2,session_1,BMB_1,1.2437421611,1.2236928105,0.1721103365,0.040201005,0.1620523778,,16,,,,1,,3,3,4,1,96.8853378296,-82.0046615601,-6.1236419678,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          96.88533783],[ -0.           3.          -0.         -82.00466156],[ 0.          0.          3.99999976 -6.12364197],0,2.3
24,0.0008025,0.00059,0.0009027955,0.0005025,0.04,0.0186064919,3015,0.0155929155,0.0155591,0.0007217354,0.0009474,0.02,0.0568449768,0.0561240045,0.0253001485,0.0309803508,0.025,rest_2,session_1,BMB_1,1.2283667803,1.2311377883,0.1093818714,0.0603015075,0.1156983643,,16,,,,1,,3,3,4,1,98.0349197388,-82.0720977783,-36.6400108337,0,1,0,,,1,0,0,33,0,[ -3.00000024  -0.          -0.          98.03491974],[ -0.           3.          -0.         -82.07209778],[  0.           0.           3.99999976 -36.64001083],0,2.3
25,0.0007693,0.00052,0.0007243193,0.0004225,0.095,0.0207431696,3015,0.016527882,0.0163664,0.0011487247,0.001654925,0,0.0597999102,0.052389286,0.0328027032,0.0336428971,0.04,rest_1,session_1,BMB_1,1.1734277241,1.1677641149,0.0897320855,0.0150753769,0.109776172,,16,,,,1,,3,3,4,1,98.0349197388,-82.0720977783,-36.6400108337,0,1,0,,,1,0,0,33,0,[ -3.00000024  -0.          -0.          98.03491974],[ -0.           3.          -0.         -82.07209778],[  0.           0.           3.99999976 -36.64001083],0,2.3
26,0.00173585,0.000905,0.0031276205,0.0012275,0.105,0.0131457363,3016,0.007943142,0.00751588,0.0010194467,0.0012296825,0.04,0.0592279938,0.0546340746,0.0326602779,0.0357206693,0.035,rest_2,session_1,BMB_1,1.0630565935,1.0126990461,0.1637226343,0.1005025126,0.1358546285,,16,,,,1,,3,3,4,1,97.8848266602,-73.0479660034,-16.5959777832,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          97.88482666],[ -0.         3.        -0.       -73.047966],[  0.           0.           4.         -16.59597778],0,2.3
27,0.00206805,0.00082,0.0030520439,0.0016925,0.12,0.0153672265,3016,0.0085403641,0.00799376,0.0014866614,0.0014344025,0.09,0.075709439,0.0707722876,0.0384425972,0.0398623257,0.03,rest_1,session_1,BMB_1,1.1100778452,1.0574786557,0.168972288,0.0351758794,0.1863617722,,16,,,,1,,3,3,4,1,97.8848266602,-73.0479660034,-16.5959777832,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          97.88482666],[ -0.         3.        -0.       -73.047966],[  0.           0.           4.         -16.59597778],0,2.3
28,0.00164065,0.000815,0.0018775098,0.00123,0.12,0.0125599843,3017,0.0127631075,0.01262485,0.0006860184,0.00086855,0.02,0.1002169264,0.0879185688,0.0537558121,0.0808737504,0,rest_2,session_1,BMB_1,1.1709630542,1.1548629408,0.1513836219,0.0050251256,0.2179675041,,16,,,,1,,3,3,4,1,98.4872360229,-79.5706558228,-8.9515781403,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          98.48723602],[ -0.           3.00000024  -0.         -79.57065582],[ 0.          0.          4.         -8.95157814],0,2.3
29,0.00145435,0.00082,0.0016540676,0.0011175,0.125,0.0191028042,3017,0.013331262,0.01313165,0.0008200395,0.0012935,0,0.0954397358,0.0869324666,0.0557843371,0.0895868889,0,rest_1,session_1,BMB_1,1.1570046633,1.1565134509,0.1246457325,0.0150753769,0.1569757646,,16,,,,1,,3,3,4,1,98.4872360229,-79.5706558228,-8.9515781403,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          98.48723602],[ -0.           3.00000024  -0.         -79.57065582],[ 0.          0.          4.         -8.95157814],0,2.3
30,0.001869,0.000445,0.0035711796,0.0009775,0.175,0.0084424952,3018,0.0183265525,0.0176927,0.0029343098,0.00424555,0.01,0.0539271312,0.052025366,0.0238589982,0.0309716816,0.01,rest_1,session_1,BMB_1,1.0283894327,1.0192684118,0.0945035884,0.0050251256,0.1194105778,,16,,,,1,,3,3,4,1,93.0988464355,-77.8749465942,-23.8781299591,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          93.09884644],[ -0.           3.          -0.         -77.87494659],[  0.           0.           3.99999976 -23.87812996],0,2.3
31,0.0050701,0.00057,0.0130457392,0.00097,0.155,0.0070815445,3018,0.015873022,0.0146691,0.0032128624,0.0022916,0.135,0.0637284509,0.0506672251,0.0456019672,0.0470595081,0.08,rest_2,session_1,BMB_1,1.1917369611,1.1772281027,0.0789831941,0.0100502513,0.1072675561,,16,,,,1,,3,3,4,1,93.0988464355,-77.8749465942,-23.8781299591,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          93.09884644],[ -0.           3.          -0.         -77.87494659],[  0.           0.           3.99999976 -23.87812996],0,2.3
32,0.00414715,0.000855,0.0077497224,0.001155,0.195,0.0081094288,3020,0.0233782595,0.02194775,0.0033250519,0.00260865,0.155,0.0634374295,0.0499534479,0.0557892232,0.0338646363,0.06,rest_1,session_1,BMB_1,1.1116416238,1.0810821856,0.2424323935,0.0351758794,0.208598759,,16,,,,1,,3,3,4,1,85.701385498,-70.6960983276,-51.4469871521,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          85.7013855 ],[ -0.           2.99999976  -0.         -70.69609833],[  0.           0.           3.99999976 -51.44698715],0,2.3
33,0.0019317,0.00085,0.0036456443,0.001215,0.13,0.016343013,3020,0.020209518,0.0197567,0.0012257936,0.001504125,0.045,0.0681801353,0.062854452,0.036867136,0.0374392314,0.05,rest_2,session_1,BMB_1,1.1702525446,1.1581742099,0.1614694611,0.0100502513,0.2181218769,,16,,,,1,,3,3,4,1,85.701385498,-70.6960983276,-51.4469871521,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          85.7013855 ],[ -0.           2.99999976  -0.         -70.69609833],[  0.           0.           3.99999976 -51.44698715],0,2.3
34,0.00123585,0.000745,0.0020138484,0.0007325,0.105,0.0180473585,3021,0.01701288,0.01672375,0.0011474403,0.001697775,0.005,0.0584543567,0.0427964543,0.055595443,0.034361733,0.09,rest_2,session_1,BMB_1,1.2979006144,1.260906401,0.1550272989,0.0854271357,0.1038403127,,16,,,,1,,3,3,4,1,91.6522064209,-68.4122085571,-40.5275878906,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          91.65220642],[ -0.           3.          -0.         -68.41220856],[  0.           0.           4.         -40.52758789],0,2.3
35,0.00173185,0.000675,0.0069072912,0.0006025,0.115,0.0215763389,3021,0.016843697,0.01644535,0.001283609,0.00143445,0.015,0.085707692,0.0577394613,0.1009152691,0.0477292104,0.08,rest_1,session_1,BMB_1,1.2726665762,1.2089281978,0.2958810561,0.0753768844,0.1080766412,,16,,,,1,,3,3,4,1,91.6522064209,-68.4122085571,-40.5275878906,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          91.65220642],[ -0.           3.          -0.         -68.41220856],[  0.           0.           4.         -40.52758789],0,2.3
36,0.00169275,0.000735,0.0027914924,0.0015925,0.05,0.0190555381,3022,0.016530979,0.0162057,0.0011109043,0.001305525,0.025,0.0973723014,0.0984837329,0.0488643624,0.067058406,0.01,rest_2,session_1,BMB_1,1.1312131328,1.112351525,0.1265914361,0.0351758794,0.1341199205,,16,,,,1,,3,3,4,1,94.8705596924,-73.0681533813,-20.5908241272,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          94.87055969],[ -0.           2.99999976  -0.         -73.06815338],[  0.           0.           3.99999976 -20.59082413],0,2.3
37,0.0015365,0.00077,0.0017687797,0.001655,0.075,0.0088621889,3022,0.018205088,0.01766915,0.002248081,0.00385615,0,0.0997596726,0.0976799336,0.0534292276,0.0697783502,0.02,rest_1,session_1,BMB_1,1.0635441478,1.0472996827,0.1444744297,0.0251256281,0.1846363917,,16,,,,1,,3,3,4,1,94.8705596924,-73.0681533813,-20.5908241272,0,1,0,,,1,0,0,33,0,[ -2.99999976  -0.          -0.          94.87055969],[ -0.           2.99999976  -0.         -73.06815338],[  0.           0.           3.99999976 -20.59082413],0,2.3
38,0.00210415,0.000675,0.0029644917,0.0017875,0.165,0.0168264057,3023,0.026123075,0.02554375,0.0022788698,0.0033754,0.01,0.0487750307,0.0427907661,0.027435988,0.0274424944,0.05,rest_2,session_1,BMB_1,1.222478693,1.2144694127,0.0951268341,0.0251256281,0.1131017455,,16,,,,1,,3,3,4,1,93.1960372925,-62.2489547729,-38.5044822693,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          93.19603729],[ -0.           3.00000024  -0.         -62.24895477],[  0.           0.           4.         -38.50448227],0,2.3
39,0.00064695,0.000545,0.0004019356,0.0003325,0.065,0.0069261461,3023,0.027760867,0.02773285,0.0016460964,0.002387675,0,0.0423263888,0.0371321357,0.0259782466,0.0232684836,0.055,rest_1,session_1,BMB_1,1.1299033109,1.1228936908,0.0910813528,0.0753768844,0.0795339476,,16,,,,1,,3,3,4,1,93.1960372925,-62.2489547729,-38.5044822693,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          93.19603729],[ -0.           3.00000024  -0.         -62.24895477],[  0.           0.           4.         -38.50448227],0,2.3
40,0.0011989,0.00055,0.0017127133,0.0007925,0.115,0.0168951568,3024,0.0096323662,0.00914061,0.0011159054,0.0017290525,0.015,0.0333252432,0.0277741114,0.021341345,0.0257217904,0.045,rest_1,session_1,BMB_1,1.1952038273,1.2457163697,0.1854820716,0,0.2872046816,,16,,,,1,,3,3,4,1,94.8727798462,-65.3013153076,-58.53673172,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          94.87277985],[ -0.           2.99999976  -0.         -65.30131531],[  0.           0.           3.99999976 -58.53673172],0,2.3
41,0.00083115,0.000605,0.0007373881,0.0004125,0.095,0.0227983937,3024,0.0091601636,0.00902325,0.0005667412,0.0008688875,0,0.0252190033,0.0224398288,0.0154509228,0.0134406866,0.065,rest_2,session_1,BMB_1,1.179169156,1.2026751496,0.1631394272,0.0050251256,0.214409668,,16,,,,1,,3,3,4,1,94.8727798462,-65.3013153076,-58.53673172,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          94.87277985],[ -0.           2.99999976  -0.         -65.30131531],[  0.           0.           3.99999976 -58.53673172],0,2.3
42,0.00208245,0.00066,0.003170393,0.001535,0.145,0.015440636,3025,0.0183013385,0.01789305,0.0011204985,0.00125955,0.055,0.0543713599,0.0498430537,0.0260632471,0.0329524143,0.02,rest_1,session_1,BMB_1,1.3280931297,1.306931789,0.1575067212,0.0753768844,0.1642523003,,16,,,,1,,3,3,4,1,89.4510955811,-60.2451095581,-37.2186203003,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          89.45109558],[ -0.           3.00000024  -0.         -60.24510956],[  0.           0.           3.99999976 -37.2186203 ],0,2.3
43,0.00089455,0.000635,0.0006917223,0.00058,0.085,0.0107338023,3025,0.0173125445,0.01720705,0.0008394173,0.001491325,0,0.0542638194,0.0500739336,0.0280029139,0.0350368643,0.02,rest_2,session_1,BMB_1,1.192499866,1.1662432353,0.1459660382,0.0201005025,0.1867799473,,16,,,,1,,3,3,4,1,89.4510955811,-60.2451095581,-37.2186203003,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          89.45109558],[ -0.           3.00000024  -0.         -60.24510956],[  0.           0.           3.99999976 -37.2186203 ],0,2.3
44,0.00089875,0.000575,0.0008485328,0.0005025,0.145,0.0065096885,3026,0.026197844,0.02582195,0.0013731603,0.001905525,0,0.0892119575,0.092776456,0.044654008,0.0770311452,0,rest_1,session_1,BMB_1,1.1283558616,1.121390266,0.0704980478,0.0201005025,0.0861843289,,16,,,,1,,3,3,4,1,86.8652954102,-88.0558700562,-28.9560165405,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          86.86529541],[ -0.           3.          -0.         -88.05587006],[  0.           0.           4.         -28.95601654],0,2.3
45,0.0007504,0.000535,0.0008184442,0.0003675,0.095,0.0103412797,3026,0.024735856,0.02463275,0.0007377863,0.001212575,0,0.0649099984,0.0559049562,0.0423179449,0.0492010683,0.01,rest_2,session_1,BMB_1,1.1676485368,1.1702076318,0.1156265514,0.0552763819,0.1069854785,,16,,,,1,,3,3,4,1,86.8652954102,-88.0558700562,-28.9560165405,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          86.86529541],[ -0.           3.          -0.         -88.05587006],[  0.           0.           4.         -28.95601654],0,2.3
46,0.00110915,0.000735,0.0009261986,0.000905,0.055,0.0238263379,3032,0.0366336725,0.03629305,0.0013900846,0.0019776,0,0.1239608533,0.1185982002,0.0588180588,0.090782602,0.005,rest_1,session_1,BMB_1,1.2281746711,1.1962922009,0.1718336777,0.0150753769,0.2218305876,,16,,,,1,,3,3,4,1,97.4952545166,-79.1715316772,-21.6636962891,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          97.49525452],[ -0.           3.          -0.         -79.17153168],[  0.           0.           4.         -21.66369629],0,2.3
47,0.00186225,0.000925,0.0030624643,0.001655,0.065,0.0149509037,3032,0.0368797255,0.03609215,0.0028930823,0.002987825,0.065,0.1166239472,0.1080067914,0.058954707,0.0818788511,0.01,rest_2,session_1,BMB_1,1.2417688589,1.1977378336,0.2191360548,0.0301507538,0.2599205956,,16,,,,1,,3,3,4,1,97.4952545166,-79.1715316772,-21.6636962891,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          97.49525452],[ -0.           3.          -0.         -79.17153168],[  0.           0.           4.         -21.66369629],0,2.3
48,0.0011888,0.00079,0.001230882,0.0006025,0.11,0.0380146538,3033,0.0236388195,0.02354015,0.0005441791,0.00063555,0.03,0.0465135949,0.0398642309,0.0284114635,0.0236479861,0.075,rest_2,session_1,BMB_1,1.2085519832,1.1786734258,0.1408818047,0.0301507538,0.1735003035,,16,,,,1,,3,3,4,1,93.5190734863,-78.4639129639,-26.0480270386,0,1,0,,,1,0,0,33,0,[ -3.          -0.          -0.          93.51907349],[ -0.           3.          -0.         -78.46391296],[  0.           0.           3.99999976 -26.04802704],0,2.3
