,CNR,Cortical Contrast,EFC,FBER,FWHM,FWHM_x,FWHM_y,FWHM_z,Participant,Qi1,SNR,Series,Session,Site,aux_file,bitpix,data_type,db_name,descrip,extensions,intent_name,pix_dimx,pix_dimy,pix_dimz,qform_code,qoffset_x,qoffset_y,qoffset_z,quatern_b,quatern_c,quatern_d,scl_inter,scl_slope,sform_code,slice_code,slice_duration,slice_end,slice_start,srow_x,srow_y,srow_z,toffset,tr
324,9.8676547383,0.4059155109,0.4574203759,316.9560078657,3.4512900701,2.8511990822,3.89636,3.70047,25113,0.0466289703,16.1882879775,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,83.0094451904,-127,-127.722892761,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          83.00944519],[  -0.    1.   -0. -127.],[   0.            0.            1.         -127.72289276],0,0
378,10.0262417774,0.4130265528,0.4611272632,311.7732423262,3.4362317602,2.8610336551,3.87731,3.65759,25113,0.0427266673,15.9593058853,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,83.0094451904,-127,-127.722892761,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          83.00944519],[  -0.    1.   -0. -127.],[   0.            0.            1.         -127.72289276],0,0
348,10.4415983193,0.4088300347,0.4221196926,311.1885151077,3.4325739053,2.8332830288,3.88708,3.67238,25114,0.0822877956,17.2417614463,anat_1,session_1,NYU_2,,32,,,,1,,1.32999,1,1,1,85.9000473022,-125.554214478,-127,0,1,0,,,1,0,0,0,0,[ -1.3299942  -0.         -0.         85.9000473],[  -0.            1.           -0.         -125.55421448],[   0.    0.    1. -127.],0,0
368,8.3580541488,0.3906824274,0.4322849432,191.0703562908,3.560608308,2.9394621186,3.96215,3.8759,25114,0.1062413434,13.9531057153,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
379,9.4714057494,0.3495604087,0.3983703189,330.3024752083,3.4344494965,2.8410637578,3.88091,3.67414,25115,0.0737425344,18.0572053803,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,88.7925796509,-132.78314209,-138.566253662,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          88.79257965],[  -0.            1.           -0.         -132.78314209],[   0.            0.            1.         -138.56625366],0,0
461,9.661875631,0.3599859583,0.3994796145,334.6678871923,3.4159539636,2.8005374978,3.87828,3.66992,25115,0.0739044423,18.2090184822,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,88.7925796509,-132.78314209,-138.566253662,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          88.79257965],[  -0.            1.           -0.         -132.78314209],[   0.            0.            1.         -138.56625366],0,0
362,9.9436488158,0.3336512083,0.4091878227,331.2739524732,3.414526334,2.8410487202,3.80819,3.67953,25116,0.0427974406,19.233230262,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
371,9.8756569293,0.3333530868,0.4102205568,332.4754153587,3.4459250925,2.8884020385,3.84762,3.68187,25116,0.0928985794,19.0528771582,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
376,9.1192299051,0.3499292873,0.407624361,264.7327296074,3.3137556875,2.6799662352,3.78501,3.58729,25117,0.100459719,17.5592112598,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
454,9.3941950328,0.3432731218,0.4062605513,292.5719604577,3.3377253161,2.6929211046,3.83252,3.60284,25117,0.0944259188,18.4128624813,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
357,11.1033278038,0.4402167321,0.3941371877,278.6402491225,3.6291527163,3.0193041139,4.20219,3.76733,25118,0.0569141881,16.4002012153,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,93.8528213501,-121.939758301,-130.614456177,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          93.85282135],[  -0.           1.          -0.        -121.9397583],[   0.            0.            1.         -130.61445618],0,0
403,10.9225554135,0.4505002457,0.3953980835,262.6379320624,3.6516037834,3.0365221353,4.21989,3.7999,25118,0.0613745429,15.7142204299,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,93.8528213501,-121.939758301,-130.614456177,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          93.85282135],[  -0.           1.          -0.        -121.9397583],[   0.            0.            1.         -130.61445618],0,0
338,11.0793468157,0.3489904846,0.3985552509,387.6988822924,3.452015167,2.8365612386,3.94026,3.68046,25119,0.07301502,20.377888038,anat_1,session_1,NYU_2,,32,,,,1,,1.32999,1,1,1,90.2373962402,-127,-124.831329346,0,1,0,,,1,0,0,0,0,[ -1.3299942   -0.          -0.          90.23739624],[  -0.    1.   -0. -127.],[   0.            0.            1.         -124.83132935],0,0
321,8.9101100261,0.3874048934,0.4682320847,256.9516521626,3.4788060398,2.8481314172,4.07012,3.63181,25120,0.0887516345,15.0326032923,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
420,8.8790881165,0.3982806356,0.4724051511,241.5537464882,3.4832253264,2.8701389057,4.06496,3.62231,25120,0.0877913447,14.4788738707,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
333,8.601918112,0.3472786098,0.4387883129,297.3367865809,3.6223873886,2.9198756794,4.18758,3.88739,25121,0.0686077336,16.0240273368,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,86.6239013672,-127,-128.445785522,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          86.62390137],[  -0.    1.   -0. -127.],[   0.            0.            1.         -128.44578552],0,0
458,8.6890421363,0.3497748107,0.4383329201,295.6282092602,3.6263974821,2.9334245329,4.15805,3.90984,25121,0.0641500326,15.9855254625,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,86.6239013672,-127,-128.445785522,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          86.62390137],[  -0.    1.   -0. -127.],[   0.            0.            1.         -128.44578552],0,0
423,9.2179962683,0.3468280816,0.4265305649,321.5598144628,3.2262582891,2.58597368,3.65093,3.55689,25122,0.0547611055,18.3068051618,anat_1,session_1,NYU_2,,32,,,,1,,1.32999,1,1,1,90.2373962402,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.3299942   -0.          -0.          90.23739624],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
475,8.8550055424,0.34077476,0.4260456472,296.7568260417,3.2704512414,2.6128459776,3.69818,3.62011,25122,0.0581519199,17.6710334438,anat_2,session_1,NYU_2,,32,,,,1,,1.32999,1,1,1,90.2373962402,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.3299942   -0.          -0.          90.23739624],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
391,12.8039190214,0.4168187895,0.4059582815,412.5354731331,3.1907948088,2.6481393645,3.61084,3.39739,25123,0.0435665653,20.0878124998,anat_2,session_1,NYU_2,,32,,,,1,,1.32999,1,1,1,85.9000473022,-125.554214478,-128.445785522,0,1,0,,,1,0,0,0,0,[ -1.3299942  -0.         -0.         85.9000473],[  -0.            1.           -0.         -125.55421448],[   0.            0.            1.         -128.44578552],0,0
429,11.9080495353,0.3885510583,0.4063832189,404.1579789117,3.2191746862,2.6470716907,3.67132,3.43277,25123,0.0512972293,19.8838901191,anat_1,session_1,NYU_2,,32,,,,1,,1.32999,1,1,1,85.9000473022,-125.554214478,-128.445785522,0,1,0,,,1,0,0,0,0,[ -1.3299942  -0.         -0.         85.9000473],[  -0.            1.           -0.         -125.55421448],[   0.            0.            1.         -128.44578552],0,0
347,12.2266436515,0.4204015621,0.3865144552,361.6531065062,3.8446156714,3.2996646302,4.29374,4.011,25124,0.060511802,17.2949825231,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,73.6118545532,-127,-137.843383789,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          73.61185455],[  -0.    1.   -0. -127.],[   0.            0.            1.         -137.84338379],0,0
363,12.4835581177,0.4228453276,0.3872925484,321.4836001703,3.8090249558,3.2824090148,4.26429,3.94822,25124,0.051764461,17.5479926662,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
375,8.9426579527,0.3286087828,0.4004991513,328.316720012,3.6091477152,3.0030033845,4.17779,3.74723,25125,0.0663214587,17.9378642971,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,86.6239013672,-127.722892761,-129.168670654,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          86.62390137],[  -0.            1.           -0.         -127.72289276],[   0.            0.            1.         -129.16867065],0,0
428,9.9962968806,0.3474252696,0.4151134281,335.4265113545,3.5827138342,2.9847477705,3.95956,3.89119,25126,0.0463629492,18.4359480462,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
468,10.786079705,0.3740744663,0.3689940566,302.6308116703,3.5913432642,2.9148681675,4.15185,3.82745,25127,0.0716360473,18.4800197493,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
501,10.3226541642,0.3729634173,0.3729681477,271.7658087619,3.6409647601,2.9724094416,4.17635,3.88816,25127,0.052048487,17.5708151697,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
337,11.0360907961,0.4430831654,0.4408973916,278.6904041147,3.5127236099,2.9698455354,4.03876,3.61367,25128,0.0549439198,16.1319856681,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
369,10.7561387533,0.4338368243,0.4401360912,279.920311622,3.5298824449,2.948890677,4.06992,3.66467,25128,0.0604072366,16.2075858317,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
381,10.3170776792,0.3978835133,0.4414295151,306.7155160163,3.8560912675,3.2425444081,4.36062,4.05516,25129,0.0814993324,17.0030764927,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
460,9.183823632,0.3358023295,0.4158522253,406.3342024538,3.479860849,2.8446727754,3.90065,3.79765,25130,0.036828524,19.7205020301,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
451,9.4613585371,0.3376772438,0.4370731664,306.3384405326,3.8794789324,3.2696947466,4.47189,3.99321,25131,0.0716647973,17.8846092944,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,77.9492034912,-127,-128.445785522,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          77.94920349],[  -0.    1.   -0. -127.],[   0.            0.            1.         -128.44578552],0,0
488,10.9219378511,0.3502767797,0.3760548024,351.6380967387,3.3526108556,2.7551014701,3.80283,3.59671,25132,0.0453036297,20.0108843202,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
497,11.3320239462,0.3760939494,0.3762645639,334.8042499551,3.3415626391,2.7638232626,3.77984,3.5716,25132,0.0442420535,19.5509923828,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
401,11.9542217337,0.4013326164,0.3948602496,379.1958357138,3.6964331723,3.0632890158,4.12788,3.99424,25133,0.0517236599,18.6572223047,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
352,8.315547072,0.3861272922,0.4420565579,297.0204068179,3.5394735652,2.9176292612,4.08767,3.718,25134,0.0829249855,13.8749480547,anat_1,session_1,NYU_2,,32,,,,1,,1.32999,1,1,1,81.5626983643,-129.168670654,-152.301208496,0,1,0,,,1,0,0,0,0,[ -1.3299942   -0.          -0.          81.56269836],[  -0.            1.           -0.         -129.16867065],[   0.           0.           1.        -152.3012085],0,0
482,8.6101359216,0.4000854002,0.4417503119,300.3839074201,3.560733467,2.959200871,4.06821,3.75007,25134,0.0785838661,13.7496177135,anat_2,session_1,NYU_2,,32,,,,1,,1.32999,1,1,1,81.5626983643,-129.168670654,-152.301208496,0,1,0,,,1,0,0,0,0,[ -1.3299942   -0.          -0.          81.56269836],[  -0.            1.           -0.         -129.16867065],[   0.           0.           1.        -152.3012085],0,0
328,12.2082699635,0.4506292574,0.4198430246,344.913864835,3.4396326104,2.8575599757,3.92404,3.62917,25135,0.0625408494,17.2635922854,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
380,11.7843700968,0.435146247,0.4221859754,336.8413271696,3.4713678167,2.8721990533,3.96624,3.67203,25135,0.0714744663,17.2475533704,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,78.6720962524,-127,-126.277114868,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          78.67209625],[  -0.    1.   -0. -127.],[   0.            0.            1.         -126.27711487],0,0
382,9.7243292959,0.4166731856,0.4276415101,230.9533597118,3.3440970687,2.7541623831,3.90385,3.47819,25136,0.0760194644,15.2961499136,anat_1,session_1,NYU_2,,32,,,,1,,1.32999,1,1,1,95.2976379395,-129.891571045,-127,0,1,0,,,1,0,0,0,0,[ -1.3299942   -0.          -0.          95.29763794],[  -0.            1.           -0.         -129.89157104],[   0.    0.    1. -127.],0,0
492,9.2465238035,0.409042509,0.4319519642,209.636789642,3.3894539506,2.7919219462,3.9313,3.54774,25136,0.0875571687,14.61269732,anat_2,session_1,NYU_2,,32,,,,1,,1.32999,1,1,1,95.2976379395,-129.891571045,-127,0,1,0,,,1,0,0,0,0,[ -1.3299942   -0.          -0.          95.29763794],[  -0.            1.           -0.         -129.89157104],[   0.    0.    1. -127.],0,0
343,9.1417828024,0.3806031398,0.4346373267,274.0072785582,3.4924276269,2.9260786783,3.87052,3.76119,25137,0.0935005726,15.7415832891,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
394,9.2744187807,0.3904775864,0.4369452537,265.8164213305,3.4532700286,2.8882682309,3.83617,3.71669,25137,0.0933499845,15.7324291567,anat_1,session_1,NYU_2,,32,,,,1,,1.32999,1,1,1,76.502456665,-127,-124.831329346,0,1,0,,,1,0,0,0,0,[ -1.3299942   -0.          -0.          76.50245667],[  -0.    1.   -0. -127.],[   0.            0.            1.         -124.83132935],0,0
360,11.1461210684,0.4233311927,0.4108953977,295.9817633598,3.5523062325,2.9351388162,4.03577,3.78423,25138,0.0593711946,17.0239386525,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,91.6841430664,-132.78314209,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          91.68414307],[  -0.            1.           -0.         -132.78314209],[   0.    0.    1. -127.],0,0
518,10.6605593353,0.4183331607,0.4122383539,264.9159519911,3.5590170011,2.9563944261,4.03567,3.77843,25138,0.0662577829,16.2403859294,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,91.6841430664,-132.78314209,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          91.68414307],[  -0.            1.           -0.         -132.78314209],[   0.    0.    1. -127.],0,0
442,10.1024541909,0.4099682702,0.4248304345,266.9148562247,3.6843847057,3.0479657286,4.22121,3.88731,25139,0.0607405523,15.8639866724,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,83.7323379517,-127,-136.397583008,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          83.73233795],[  -0.    1.   -0. -127.],[   0.            0.            1.         -136.39758301],0,0
496,10.478729418,0.4171585678,0.4227499501,268.090313801,3.6418740784,3.0577175949,4.1406,3.81517,25139,0.0581697287,16.0499834192,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,83.7323379517,-127,-136.397583008,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          83.73233795],[  -0.    1.   -0. -127.],[   0.            0.            1.         -136.39758301],0,0
517,8.9787391423,0.3635397493,0.4463077931,273.7152569836,3.8056331988,3.1586648243,4.31291,4.04583,25140,0.0487644447,16.1242940043,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,79.3949890137,-133.506027222,-129.168670654,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          79.39498901],[  -0.            1.           -0.         -133.50602722],[   0.            0.            1.         -129.16867065],0,0
520,8.7030271122,0.3684906591,0.4463305078,248.0384343439,3.8207733473,3.1731760825,4.32956,4.05993,25140,0.1018267398,15.3755342815,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,79.3949890137,-133.506027222,-129.168670654,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          79.39498901],[  -0.            1.           -0.         -133.50602722],[   0.            0.            1.         -129.16867065],0,0
325,10.5039414704,0.3872233338,0.4173607827,250.185306078,3.4794334694,2.9653041882,3.89308,3.64891,25141,0.0519662036,17.1567350006,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,86.6239013672,-140.734939575,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          86.62390137],[  -0.            1.           -0.         -140.73493958],[   0.    0.    1. -127.],0,0
327,10.8555266191,0.3828631523,0.4110933155,278.9903612736,3.4512446042,2.9455899297,3.88874,3.58878,25141,0.0464019591,18.2464154518,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,86.6239013672,-140.734939575,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          86.62390137],[  -0.            1.           -0.         -140.73493958],[   0.    0.    1. -127.],0,0
427,10.9229930549,0.3600726084,0.4019281017,304.59469162,3.2753369922,2.7444172743,3.75573,3.40896,25142,0.0685383689,19.277848572,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,75.0576400757,-150.855422974,-132.78314209,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          75.05764008],[  -0.            1.           -0.         -150.85542297],[   0.            0.            1.         -132.78314209],0,0
459,7.4179034393,0.3711391707,0.4474515626,213.7607100597,3.5576439305,2.817514918,4.07501,3.92185,25143,0.1107393469,13.8010513869,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,87.3467941284,-127,-127.722892761,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          87.34679413],[  -0.    1.   -0. -127.],[   0.            0.            1.         -127.72289276],0,0
504,7.8493366681,0.3691381135,0.4392263208,229.611344683,3.3734433363,2.7479661416,3.85095,3.62779,25143,0.0889654491,14.360058541,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,87.3467941284,-127,-127.722892761,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          87.34679413],[  -0.    1.   -0. -127.],[   0.            0.            1.         -127.72289276],0,0
336,9.1001923786,0.3650384416,0.4533600791,278.9795042964,3.6702629936,3.0616499203,4.20569,3.83972,25144,0.0813189033,15.3362329465,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,78.6720962524,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          78.67209625],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
526,9.5303851548,0.3786206417,0.4525761064,298.7084810252,3.6620245704,3.0288228978,4.23041,3.83274,25144,0.0871704691,16.0139494622,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,78.6720962524,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          78.67209625],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
487,11.4719195085,0.4149412271,0.4045709535,357.0855266617,3.5242011161,2.9510452821,4.05406,3.6586,25145,0.0573015669,17.9194070125,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,125.630027771,-124.242889404,-135.716033936,0,1,0,,,1,0,0,0,0,[  -1.32999992   -0.           -0.          125.63002777],[  -0.           1.          -0.        -124.2428894],[   0.            0.            1.         -135.71603394],0,0
467,10.8585389683,0.392991484,0.4230811949,309.9958505462,3.5800768113,2.9656726088,4.16967,3.71068,25146,0.077939275,17.3088709158,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,75.7805328369,-127,-131.337341309,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          75.78053284],[  -0.    1.   -0. -127.],[   0.            0.            1.         -131.33734131],0,0
471,10.048986416,0.3994951422,0.4070637702,318.0964160023,3.4219918367,2.8149209366,3.964,3.59117,25147,0.0576148127,16.8340872616,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-141.457824707,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.            0.            1.         -141.45782471],0,0
508,9.7685971457,0.3862121055,0.4110416682,333.2900194998,3.425847346,2.7846427828,3.95945,3.6467,25147,0.0768037596,17.0379829721,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-141.457824707,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.            0.            1.         -141.45782471],0,0
449,10.7380805817,0.4055242856,0.4199588397,300.196955908,3.2752824331,2.7538984643,3.77315,3.38137,25148,0.0612359331,17.6688578642,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
450,10.7295532777,0.4027850703,0.4191194974,296.168371045,3.2837481859,2.77945482,3.76113,3.38713,25148,0.0530653112,17.4726711386,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
331,8.9613682512,0.3871285664,0.4256640242,242.8155204697,3.7641137283,3.0513266262,4.38619,3.98487,25149,0.0852587485,14.7484871862,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-123.385543823,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.            1.           -0.         -123.38554382],[   0.    0.    1. -127.],0,0
411,8.9305728288,0.3875324884,0.4232662114,229.5482796073,3.6953601768,3.0414093466,4.25,3.90396,25149,0.0802572106,14.3018456516,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-123.385543823,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.            1.           -0.         -123.38554382],[   0.    0.    1. -127.],0,0
480,8.9039100675,0.3749427742,0.4293435439,249.7537051249,3.6273977321,3.0091763083,4.17343,3.80054,25150,0.0586577283,15.4284254056,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,89.5154724121,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          89.51547241],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
494,8.3675668952,0.3525065029,0.4299493526,246.2101978937,3.738261811,3.067792769,4.32864,3.93399,25150,0.0644613577,15.437112234,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,89.5154724121,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          89.51547241],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
329,9.8127171306,0.36285294,0.4165761755,280.300804919,3.4993384455,2.9220711651,3.94018,3.72178,25151,0.0495244588,17.305502326,anat_2,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
466,10.2211249057,0.3733185912,0.4160112702,295.5967307724,3.4688490052,2.8858080571,3.90448,3.70446,25151,0.0535687509,17.7576866742,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
365,9.901513122,0.3603177663,0.4335534529,322.820515166,3.3639409607,2.7020489116,3.91305,3.60029,25152,0.1046919582,18.3566012547,anat_1,session_1,NYU_2,,32,,,,1,,1.33,1,1,1,84.4552307129,-127,-127,0,1,0,,,1,0,0,0,0,[ -1.33000183  -0.          -0.          84.45523071],[  -0.    1.   -0. -127.],[   0.    0.    1. -127.],0,0
