,CNR,Cortical Contrast,EFC,FBER,FWHM,FWHM_x,FWHM_y,FWHM_z,Participant,Qi1,SNR,Series,Session,Site,aux_file,bitpix,data_type,db_name,descrip,extensions,intent_name,pix_dimx,pix_dimy,pix_dimz,qform_code,qoffset_x,qoffset_y,qoffset_z,quatern_b,quatern_c,quatern_d,scl_inter,scl_slope,sform_code,slice_code,slice_duration,slice_end,slice_start,srow_x,srow_y,srow_z,toffset,tr
2711,10.7161292495,0.3009229249,0.4427850726,863.6855676643,3.3490354838,3.1976501906,3.2993077214,3.56045824,27174,0.1382623425,28.5772828503,anat_1,session_1,SWU_3,,32,,,,1,,1,0.976562,0.976562,1,74.6893157959,-126.511505127,-123.348739624,0,1,0,,,1,0,0,0,0,[ -0.99999994  -0.          -0.          74.6893158 ],[  -0.            0.97656244   -0.         -126.51150513],[   0.            0.            0.9765625  -123.34873962],0,0
2744,10.7161292495,0.3009229249,0.4427850726,863.6855676643,3.3490354838,3.1976501906,3.2993077214,3.56045824,27174,0.1382623425,28.5772828503,anat_1,session_2,SWU_3,,32,,,,1,,1,0.976562,0.976562,1,74.6893157959,-126.511505127,-123.348739624,0,1,0,,,1,0,0,0,0,[ -0.99999994  -0.          -0.          74.6893158 ],[  -0.            0.97656244   -0.         -126.51150513],[   0.            0.            0.9765625  -123.34873962],0,0
2653,9.8332738899,0.3114950861,0.5348166727,854.8000869703,3.3651378774,2.9660501768,3.41873664,3.75805952,27175,0.1892590485,27.0272502645,anat_1,session_1,SWU_3,,32,,,,1,,1,0.976562,0.976562,1,80.1469726562,-107.830673218,-128.052490234,0,1,0,,,1,0,0,0,0,[ -0.99999994  -0.          -0.          80.14697266],[  -0.            0.9765625    -0.         -107.83067322],[   0.            0.            0.9765625  -128.05249023],0,0
2778,9.8332738899,0.3114950861,0.5348166727,854.8000869703,3.3651378774,2.9660501768,3.41873664,3.75805952,27175,0.1892590485,27.0272502645,anat_1,session_2,SWU_3,,32,,,,1,,1,0.976562,0.976562,1,80.1469726562,-107.830673218,-128.052490234,0,1,0,,,1,0,0,0,0,[ -0.99999994  -0.          -0.          80.14697266],[  -0.            0.9765625    -0.         -107.83067322],[   0.            0.            0.9765625  -128.05249023],0,0
2648,11.1047313832,0.2860846929,0.3840601993,711.7999378516,3.4202016457,3.15153,3.3381582837,3.80301312,27176,0.1196368076,29.9218352689,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,82.0068969727,-119.625701904,-105.806564331,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          82.00689697],[  -0.            0.97656244   -0.         -119.6257019 ],[   0.            0.            0.9765625  -105.80656433],0,0
2749,9.8411550332,0.2798891559,0.3807949262,665.5768066172,3.5216228182,3.1553701881,3.5748149382,3.87190784,27177,0.0924409837,30.2693818798,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,89.4058609009,-106.107025146,-99.7342834473,0,1,0,,,1,0,0,0,0,[ -0.99999994  -0.          -0.          89.4058609 ],[  -0.            0.97656244   -0.         -106.10702515],[  0.           0.           0.9765625  -99.73428345],0,0
2707,10.232646649,0.2776376304,0.3940332751,729.4324397359,3.5380602463,3.28935,3.4876413871,3.86059264,27178,0.1064565163,30.1694455811,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976563,0.976562,1,87.3430786133,-106.172393799,-95.6860809326,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          87.34307861],[  -0.            0.97656256   -0.         -106.1723938 ],[  0.           0.           0.9765625  -95.68608093],0,0
2712,7.733473383,0.3013593373,0.5339780294,444.6371319744,3.3202233166,2.92561,3.24913152,3.85050624,27179,0.2621110433,22.3675153027,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,78.7358856201,-113.872810364,-99.1362762451,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          78.73588562],[  -0.            0.9765625    -0.         -113.87281036],[  0.           0.           0.9765625  -99.13627625],0,0
2773,11.3982731612,0.3084203696,0.4191543084,693.9698247501,3.4570801474,3.2874,3.4604443712,3.63199488,27180,0.0888432609,29.8897230792,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,81.9300765991,-107.541000366,-96.3607940674,0,1,0,,,1,0,0,0,0,[ -1.         -0.         -0.         81.9300766],[  -0.            0.97656244   -0.         -107.54100037],[  0.           0.           0.9765625  -96.36079407],0,0
2643,11.9897733546,0.3202172293,0.3983336166,680.6072597002,3.4583907057,3.19496,3.35901696,3.85427456,27181,0.1030822668,30.4786827617,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,86.825302124,-109.854766846,-96.3607940674,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          86.82530212],[  -0.            0.9765625    -0.         -109.85476685],[  0.           0.           0.9765625  -96.36079407],0,0
2664,10.4205392039,0.2948739538,0.393597349,731.2450895267,3.5267223935,3.189,3.5497981833,3.87484672,27182,0.12417869,28.8202200385,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976563,0.976562,1,79.0110702515,-115.811317444,-109.541290283,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          79.01107025],[  -0.            0.97656256   -0.         -115.81131744],[   0.            0.            0.9765625  -109.54129028],0,0
2785,10.5356055088,0.2991419407,0.4363939406,859.4315744562,3.2460091418,3.08881,3.28426496,3.3714688,27183,0.1093285057,29.0342831535,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,92.2228927612,-105.806564331,-108.505371094,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          92.22289276],[  -0.            0.9765625    -0.         -105.80656433],[   0.            0.            0.9765625  -108.50537109],0,0
2692,10.5173820856,0.2998295488,0.4256494176,722.2933420216,3.3079609608,3.11205,3.2811008,3.5449856,27184,0.1072002307,27.1908399158,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,88.849395752,-107.830673218,-111.204162598,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          88.84939575],[  -0.            0.9765625    -0.         -107.83067322],[   0.           0.           0.9765625 -111.2041626],0,0
2761,10.3222100405,0.2992068091,0.468249266,640.5479371414,3.3279139573,2.93381,3.23405824,3.88453376,27185,0.1847351503,29.4912819848,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,88.849395752,-113.228256226,-97.0354766846,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          88.84939575],[  -0.            0.9765625    -0.         -113.22825623],[  0.           0.           0.9765625  -97.03547668],0,0
2765,10.6581854989,0.2837895963,0.3877794355,972.9068773808,3.5129058682,3.14635,3.586816,3.84136192,27186,0.1115324964,31.3444997726,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,72.263710022,-115.927047729,-125.613815308,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          72.26371002],[  -0.            0.9765625    -0.         -115.92704773],[   0.            0.            0.9765625  -125.61381531],0,0
2741,10.4682404137,0.2898315192,0.4149259376,966.9653476083,3.6976844324,3.36492,3.6880896,4.07394304,27187,0.0911785019,31.1915102886,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,95.4970703125,-97.9472579956,-107.155960083,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          95.49707031],[ -0.          0.9765625  -0.        -97.947258 ],[   0.            0.            0.9765625  -107.15596008],0,0
2736,10.0783650256,0.2991944967,0.4245046074,740.011982848,3.6333350028,3.27922,3.602688,4.05993472,27188,0.1099477434,27.4855182175,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,83.4518051147,-114.577651978,-104.457168579,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          83.45180511],[  -0.            0.9765625    -0.         -114.57765198],[   0.            0.            0.9765625  -104.45716858],0,0
2693,10.7365748229,0.29735223,0.3851793335,696.9252494901,3.504758056,3.25298,3.47807744,3.8049794322,27189,0.101405722,29.2810675034,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,82.8965530396,-116.601745605,-108.254898071,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          82.89655304],[  -0.            0.9765625    -0.         -116.60174561],[   0.            0.            0.97656244 -108.25489807],0,0
2718,10.1044948744,0.3096365606,0.4283329136,866.9809450748,3.5847937651,3.2444201934,3.57255168,3.9744412026,27190,0.1296199273,28.0157910808,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,74.5926132202,-117.276443481,-114.405158997,0,1,0,,,1,0,0,0,0,[ -0.99999994  -0.          -0.          74.59261322],[  -0.            0.9765625    -0.         -117.27644348],[   0.            0.            0.97656244 -114.405159  ],0,0
2786,9.3884289418,0.2909307542,0.4050553182,530.7295934027,3.6138188591,3.23691,3.6610660165,3.9825615231,27191,0.1336342661,26.2492972833,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976563,0.976562,1,85.708442688,-117.305526733,-102.058837891,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          85.70844269],[  -0.            0.97656256   -0.         -117.30552673],[   0.            0.            0.97656244 -102.05883789],0,0
2757,10.8076271348,0.3011840639,0.3819383924,793.6114982947,3.5000339504,3.17751,3.51246336,3.84167936,27192,0.1086941283,30.1821552013,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,90.54637146,-112.55355835,-109.643463135,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          90.54637146],[  -0.            0.9765625    -0.         -112.55355835],[   0.            0.            0.9765625  -109.64346313],0,0
2705,9.2313080969,0.2832719172,0.4280589655,769.7874315348,3.2980962156,3.09054,3.30672128,3.51041536,27193,0.1459080839,25.9417864181,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,82.6535415649,-108.505371094,-118.996543884,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          82.65354156],[  -0.            0.9765625    -0.         -108.50537109],[   0.            0.            0.9765625  -118.99654388],0,0
2772,10.0102584272,0.2947515379,0.4091914889,784.7274366766,3.5104473014,3.18085,3.57279744,3.80658688,27194,0.0928978901,29.8889149603,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,85.4759063721,-107.830673218,-101.758377075,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          85.47590637],[  -0.            0.9765625    -0.         -107.83067322],[   0.            0.            0.9765625  -101.75837708],0,0
2771,11.06168796,0.2849154446,0.5010691037,841.6374040618,3.178774452,2.91875,3.15945984,3.48311552,27195,0.1281723095,30.1255649949,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,79.5397949219,-108.191902161,-115.927047729,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          79.53979492],[  -0.            0.9765625    -0.         -108.19190216],[   0.            0.            0.9765625  -115.92704773],0,0
2701,10.4210231392,0.2928330636,0.4345946753,657.1002578096,3.6225355958,3.38792,3.5932672,3.90495232,27196,0.1318381416,27.6719368559,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,69.1523284912,-112.551803589,-95.0113830566,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          69.15232849],[  -0.            0.9765625    -0.         -112.55180359],[  0.           0.           0.9765625  -95.01138306],0,0
2777,10.9745254694,0.3009168241,0.4026798636,640.5157102451,3.1650694661,2.92929,3.07411968,3.52099328,27197,0.1177513769,29.8107936775,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,88.9764862061,-110.529464722,-94.8148193359,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          88.97648621],[  -0.            0.9765625    -0.         -110.52946472],[  0.           0.           0.9765625  -94.81481934],0,0
2735,9.9128444336,0.2965505434,0.4098429732,864.954333664,3.7661280868,3.37847,3.78779648,4.17426432,27198,0.1030368896,28.7356645322,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,87.1092300415,-103.107772827,-102.96799469,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          87.10923004],[  -0.            0.9765625    -0.         -103.10777283],[   0.            0.            0.9765625  -102.96799469],0,0
2794,10.8158460986,0.3087885529,0.4934673093,768.5672348898,3.072984965,2.74005,3.00403712,3.52546816,27199,0.1629923794,30.2256255385,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,88.174697876,-109.854766846,-100.408981323,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          88.17469788],[  -0.            0.9765625    -0.         -109.85476685],[   0.            0.            0.9765625  -100.40898132],0,0
2753,9.0149145367,0.2859044889,0.5252211685,647.8095227891,3.4706528513,3.10535,3.490180907,3.85721344,27200,0.2116773748,25.7713815199,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976563,0.976562,1,96.3354568481,-102.268455505,-99.741317749,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          96.33545685],[  -0.            0.97656256   -0.         -102.26845551],[  0.           0.           0.9765625  -99.74131775],0,0
2730,11.7236436024,0.3112937505,0.3996572746,713.9995888848,3.5828224139,3.36866,3.4591639489,3.9468131991,27201,0.1199782976,28.9627095438,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976563,0.976563,1,80.8389053345,-114.499404907,-103.168586731,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          80.83890533],[  -0.            0.97656256   -0.         -114.49940491],[   0.            0.            0.97656256 -103.16858673],0,0
2752,9.7680926919,0.2885126928,0.3974985806,771.7417730829,3.6512154884,3.36457,3.66896128,3.9431168,27202,0.1066248015,28.8215443367,anat_1,session_1,SWU_2,,32,,,,1,,1,0.976562,0.976562,1,86.150604248,-107.830673218,-102.433074951,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          86.15060425],[  -0.            0.9765625    -0.         -107.83067322],[   0.            0.            0.9765625  -102.43307495],0,0
2742,9.4404923844,0.2858159328,0.4199955335,765.460782449,3.657737802,3.2933,3.64466176,4.07708672,27203,0.1244595378,27.582533742,anat_2,session_1,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,86.150604248,-103.107772827,-105.806564331,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          86.15060425],[  -0.            0.9765625    -0.         -103.10777283],[   0.            0.            0.9765625  -105.80656433],0,0
2760,9.1224751099,0.2738902928,0.4189151609,822.0955954983,3.6716256564,3.3148701976,3.65799424,4.08194048,27203,0.1290079478,27.5069367037,anat_1,session_3,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,82.0027618408,-108.505371094,-112.018104553,0,1,0,,,1,0,0,0,0,[ -0.99999994  -0.          -0.          82.00276184],[  -0.            0.9765625    -0.         -108.50537109],[   0.            0.            0.9765625  -112.01810455],0,0
2763,9.4845593866,0.2885125948,0.4214070063,800.2857925733,3.6639045376,3.32916,3.64630016,4.05177344,27203,0.1378565589,27.4237833439,anat_2,session_2,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,92.5215682983,-108.505371094,-109.828277588,0,1,0,,,1,0,0,0,0,[ -1.         -0.         -0.         92.5215683],[  -0.            0.9765625    -0.         -108.50537109],[   0.            0.            0.9765625  -109.82827759],0,0
2770,9.5026469837,0.2824426851,0.4197889584,745.7812825494,3.6850563394,3.31973,3.68943104,4.08572928,27203,0.1165836282,27.8993725852,anat_2,session_3,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,80.4086837769,-113.070671082,-104.457168579,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          80.40868378],[  -0.            0.9765625    -0.         -113.07067108],[   0.            0.            0.9765625  -104.45716858],0,0
2780,9.3648136163,0.2809985409,0.4190869708,745.2771707951,3.6990661063,3.32124,3.70500608,4.11327488,27203,0.1252688198,27.6391696,anat_1,session_1,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,86.825302124,-107.830673218,-104.457168579,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          86.82530212],[  -0.            0.9765625    -0.         -107.83067322],[   0.            0.            0.9765625  -104.45716858],0,0
2784,9.3820092848,0.2846125565,0.4189355319,848.0822005039,3.6516421818,3.30159,3.63558912,4.05664768,27203,0.1317815637,27.4980004318,anat_1,session_2,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,75.4539031982,-113.76852417,-115.252349854,0,1,0,,,1,0,0,0,0,[ -1.         -0.         -0.         75.4539032],[  -0.            0.9765625    -0.         -113.76852417],[   0.            0.            0.9765625  -115.25234985],0,0
2758,10.2613052435,0.2855460507,0.393080752,688.2934870345,3.4839923101,3.1146,3.54552832,3.82954496,27204,0.1216728148,30.2830944881,anat_2,session_2,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,86.150604248,-108.505371094,-99.7342834473,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          86.15060425],[  -0.            0.9765625    -0.         -108.50537109],[  0.           0.           0.9765625  -99.73428345],0,0
2768,9.5380382014,0.2721958959,0.3946227976,635.2721221959,3.5728969294,3.17094,3.71079168,3.87621888,27204,0.1155718011,29.3478598315,anat_2,session_1,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,82.7771072388,-108.505371094,-99.0595855713,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          82.77710724],[  -0.            0.9765625    -0.         -108.50537109],[  0.           0.           0.9765625  -99.05958557],0,0
2783,10.183121543,0.2843183088,0.3935390651,694.4315945277,3.5071251885,3.14009,3.58424576,3.8327808,27204,0.1215408882,30.1588302253,anat_1,session_2,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,87.5,-108.505371094,-101.083679199,0,1,0,,,1,0,0,0,0,[ -1.   -0.   -0.   87.5],[  -0.            0.9765625    -0.         -108.50537109],[   0.           0.           0.9765625 -101.0836792],0,0
2788,10.2776662643,0.2866255463,0.3937328376,800.1349545788,3.4757939116,3.1103001854,3.5290830954,3.82558208,27204,0.1320851815,30.3105055321,anat_2,session_3,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,71.0657577515,-118.331214905,-110.899917603,0,1,0,,,1,0,0,0,0,[ -0.99999994  -0.          -0.          71.06575775],[  -0.            0.97656244   -0.         -118.3312149 ],[   0.           0.           0.9765625 -110.8999176],0,0
2790,10.5937133685,0.2854147017,0.3947052366,665.1760500312,3.4802536631,3.10731,3.54506752,3.82667776,27204,0.107077585,31.3922076717,anat_1,session_1,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,83.4518051147,-105.806564331,-93.6619873047,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          83.45180511],[  -0.            0.9765625    -0.         -105.80656433],[  0.          0.          0.9765625 -93.6619873],0,0
2792,9.8664850262,0.2879475587,0.3944987323,796.3487660539,3.5140536639,3.14525,3.5741284219,3.86011136,27204,0.1401387113,29.0900739595,anat_1,session_3,SWU_1,,32,,,,1,,1,0.976563,0.976562,1,84.7828826904,-109.725738525,-113.754821777,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          84.78288269],[  -0.            0.97656256   -0.         -109.72573853],[   0.            0.            0.9765625  -113.75482178],0,0
2776,11.6768742578,0.2985475721,0.3789518772,579.5923042505,3.4618448904,3.19845,3.30445824,3.92537088,27205,0.0812489721,31.2140894202,anat_2,session_1,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,89.6144638062,-114.577651978,-89.0762863159,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          89.61446381],[  -0.            0.9765625    -0.         -114.57765198],[  0.           0.           0.9765625  -89.07628632],0,0
2787,11.2827278113,0.3010091339,0.3797346063,552.2651293706,3.5315078827,3.2478601936,3.3692366856,4.02489344,27205,0.0893123593,29.8495237341,anat_2,session_3,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,99.3764648438,-114.940048218,-93.6626434326,0,1,0,,,1,0,0,0,0,[ -0.99999994  -0.          -0.          99.37646484],[  -0.            0.97656244   -0.         -114.94004822],[  0.           0.           0.9765625  -93.66264343],0,0
2789,9.4471855199,0.2929394382,0.3844137218,497.1459906283,3.612071448,3.26014,3.45039872,4.1894912,27205,0.1483174393,25.6835985161,anat_1,session_2,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,86.825302124,-113.228256226,-106.481262207,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          86.82530212],[  -0.            0.9765625    -0.         -113.22825623],[   0.            0.            0.9765625  -106.48126221],0,0
2793,11.4189348763,0.302556435,0.3793940279,592.2623636863,3.4651263659,3.21283,3.30389504,3.91960576,27205,0.1166551354,30.0679140558,anat_2,session_2,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,92.1536483765,-115.252349854,-95.0120391846,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          92.15364838],[  -0.            0.9765625    -0.         -115.25234985],[  0.           0.           0.9765625  -95.01203918],0,0
2800,11.2103181066,0.2945974177,0.3773512296,690.910900901,3.4628100303,3.19414,3.30835968,3.92933376,27205,0.0855952393,30.1394152404,anat_1,session_1,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,86.150604248,-119.300552368,-105.131866455,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          86.15060425],[  -0.            0.9765625    -0.         -119.30055237],[   0.            0.            0.9765625  -105.13186646],0,0
2801,11.6265739899,0.3006797647,0.3781868667,670.8472790911,3.4690682002,3.22321,3.3095168,3.91369728,27205,0.1242067184,30.670646117,anat_1,session_3,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,86.150604248,-120.64994812,-101.083679199,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          86.15060425],[  -0.            0.9765625    -0.         -120.64994812],[   0.           0.           0.9765625 -101.0836792],0,0
2791,10.7260236348,0.2879320323,0.3866838907,668.9100422033,3.4799588308,3.21846,3.44689664,3.7988144881,27206,0.1324268467,29.8407753925,anat_1,session_1,SWU_1,,32,,,,1,,1,0.976562,0.976563,1,88.2716598511,-108.505371094,-101.307571411,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          88.27165985],[  -0.            0.9765625    -0.         -108.50537109],[   0.            0.            0.97656256 -101.30757141],0,0
2795,10.7257609923,0.2782749437,0.3862546134,618.7797780621,3.4933592464,3.2175,3.47505664,3.8128232727,27206,0.1207556426,30.6222479601,anat_2,session_1,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,90.0868606567,-111.204162598,-93.796081543,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          90.08686066],[  -0.           0.9765625   -0.        -111.2041626],[  0.           0.           0.97656244 -93.79608154],0,0
2796,10.5792150288,0.2837280718,0.3849446068,782.8594916299,3.4863190163,3.2338401928,3.4414901301,3.80746752,27206,0.0955879786,29.6656317157,anat_1,session_3,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,82.4641494751,-118.338661194,-113.902954102,0,1,0,,,1,0,0,0,0,[ -0.99999994  -0.          -0.          82.46414948],[  -0.            0.97656244   -0.         -118.33866119],[   0.           0.           0.9765625 -113.9029541],0,0
2797,11.0545383026,0.2838915477,0.3871348476,989.3779004313,3.4480888989,3.18354,3.4217777112,3.76333312,27206,0.1355208493,31.2789432562,anat_2,session_3,SWU_1,,32,,,,1,,1,0.976563,0.976562,1,88.5308303833,-119.76864624,-128.746337891,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          88.53083038],[  -0.            0.97656256   -0.         -119.76864624],[   0.            0.            0.9765625  -128.74633789],0,0
2799,10.824333745,0.2840162124,0.3849444299,622.8922884388,3.4803148301,3.2059101911,3.4553858109,3.80546048,27206,0.12576612,30.2260358139,anat_1,session_2,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,70.5935897827,-135.068237305,-102.433074951,0,1,0,,,1,0,0,0,0,[ -0.99999994  -0.          -0.          70.59358978],[  -0.            0.97656244   -0.         -135.0682373 ],[   0.            0.            0.9765625  -102.43307495],0,0
2807,10.9088383581,0.2838883373,0.3852380771,678.4948674161,3.492780374,3.1941601904,3.49561856,3.8162024729,27206,0.1176364551,30.4428684211,anat_2,session_2,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,63.7718200684,-130.831741333,-105.9272995,0,1,0,,,1,0,0,0,0,[ -0.99999994  -0.          -0.          63.77182007],[  -0.            0.9765625    -0.         -130.83174133],[   0.            0.            0.97656244 -105.9272995 ],0,0
2764,10.8675011176,0.3076819932,0.4022417093,661.0212058136,3.5512879561,3.22036,3.54983936,3.917824,27207,0.1263616567,28.598637748,anat_2,session_1,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,88.174697876,-108.505371094,-99.0595855713,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          88.17469788],[  -0.            0.9765625    -0.         -108.50537109],[  0.           0.           0.9765625  -99.05958557],0,0
2798,11.0803812674,0.3066260778,0.4015339924,645.1548880261,3.526499101,3.191,3.5108352,3.91468032,27207,0.1003845138,29.1820261565,anat_1,session_2,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,88.174697876,-111.204162598,-95.6860809326,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          88.17469788],[  -0.           0.9765625   -0.        -111.2041626],[  0.           0.           0.9765625  -95.68608093],0,0
2808,11.1498601503,0.3086187954,0.4000916093,701.6717438299,3.5393608595,3.2147,3.51218688,3.92696832,27207,0.1082376604,29.1750374666,anat_2,session_2,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,86.825302124,-108.505371094,-99.0595855713,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          86.82530212],[  -0.            0.9765625    -0.         -108.50537109],[  0.           0.           0.9765625  -99.05958557],0,0
2816,11.7478977633,0.311947936,0.3998094562,603.9909611433,3.5388124679,3.18779019,3.5428866162,3.92397824,27207,0.1031537963,30.3286155888,anat_1,session_1,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,59.5287895203,-147.211639404,-95.6860809326,0,1,0,,,1,0,0,0,0,[ -0.99999994  -0.          -0.          59.52878952],[  -0.            0.97656244   -0.         -147.2116394 ],[  0.           0.           0.9765625  -95.68608093],0,0
2822,10.936602449,0.3037673032,0.4012245364,709.1841873521,3.5206981026,3.20479,3.4852352,3.90708224,27207,0.118394557,29.0368650853,anat_1,session_3,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,88.849395752,-116.601745605,-103.782470703,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          88.84939575],[  -0.            0.9765625    -0.         -116.60174561],[   0.           0.           0.9765625 -103.7824707],0,0
2840,10.9053119137,0.3093405735,0.4062397388,741.3711983037,3.4762915101,3.15588,3.45935872,3.84795648,27207,0.1169738009,28.8427350683,anat_2,session_3,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,90.1987991333,-113.228256226,-105.131866455,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          90.19879913],[  -0.            0.9765625    -0.         -113.22825623],[   0.            0.            0.9765625  -105.13186646],0,0
2774,10.5399986893,0.2863602089,0.3788920726,936.13678213,3.359824732,3.036460181,3.4136576,3.6589877433,27208,0.1042459414,30.6710011944,anat_1,session_1,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,82.4641494751,-112.55355835,-119.688056946,0,1,0,,,1,0,0,0,0,[ -0.99999994  -0.          -0.          82.46414948],[  -0.            0.9765625    -0.         -112.55355835],[   0.            0.            0.97656244 -119.68805695],0,0
2782,10.9006252622,0.2860822373,0.3772542549,842.8240308709,3.3799197562,3.06201,3.43617536,3.66972928,27208,0.1002669381,31.7888032904,anat_1,session_3,SWU_1,,32,,,,1,,1,0.976562,0.976562,1,90.1987991333,-117.276443481,-108.505371094,0,1,0,,,1,0,0,0,0,[ -1.          -0.          -0.          90.19879913],[  -0.            0.9765625    -0.         -117.27644348],[   0.            0.            0.9765625  -108.50537109],0,0
